sample_id,sample_num,sample_mass_mg,N_reten_time_min,N_response,N_weight_mg,N_weight_per,NC_response_ratio,C_reten_time_min,C_response,C_weight_mg,C_weight_per,fire_scar,plot_id,horizon,date_processed,prehomog_wet_mass,x2_5_coarsewet_mass,above5_coarsewet_mass,rock_mass_g,rock_volume_ml,tin_number,tin_mass,tin_wet_mass_110,archive_wet_mass,airdry_wet_mass,x2_5_drybag_mass,above5_coarsedry_mass,tin_dry_110,archive_dry_60,radiocarbon_sample,extra_rock_mass,extra_rock_volume,notes.y,soil_depth_cm,corer_diam_cm
306,CCE306,39.849,2.04,309.025,0.046,0.12,0.024,3.32,12759.081,0.761,1.91,Teklanika,Tekl2B,M1,11/4/24,272.64,0,0,0,0,55,1.03,20.93,60.5,92.88,0,0,14.5,43,1,NA,NA,,5,6.98
307,CCE307,39.399,2.04,186.59,0.028,0.07,0.024,3.38,7747.537,0.456,1.16,Teklanika,Tekl2B,M2,11/13/24,333.473,0,0,NA,NA,76,0.968,21.85,60.046,150.189,0,0,16,46.53,1,NA,NA,,5,6.98
309,CCE309,19.995,1.98,190.786,0.029,0.15,0.023,3.3,8293.655,0.517,2.59,Teklanika,Tekl2C,M1,11/12/24,312.836,0,0,0,0,62,0.982,20.281,60.725,129.808,0,0,14.508,42.748,1,NA,NA,,5,6.98
310,CCE310,40.37,2.06,153.699,0.023,0.06,0.031,3.42,5028.293,0.297,0.74,Teklanika,Tekl2C,M2,11/14/24,330.7,0,0,0,0,79,0.98,21.11,59.79,146.55,0,0,15.732,46.589,1,NA,NA,,5,6.98
312,CCE312,8.099,1.98,167.493,0.026,0.32,0.021,3.3,8116.983,0.504,6.22,Teklanika,Tekl3A,M1,11/5/24,598.01,0.45,0,294.75,107.5,13,1.01,21.03,76.99,87.91,2.98,0,11.98,45.63,1,NA,NA,,9,6.98
314,CCE314,19.919,1.98,461.055,0.071,0.36,0.019,3.14,24599.969,1.63,8.19,Teklanika,Tekl3B,M1,9/26/24,293.044,0,0,116.552,47,22,1.018,21.405,59.615,98.253,0,0,11.71,35.45,0,NA,NA,,5,6.98
315,CCE315,20.074,2.02,180.67,0.027,0.13,0.02,3.32,9031.712,0.532,2.65,Teklanika,Tekl3B,M2,11/13/24,121.038,0,0,39.278,16,12,1.026,15.12,31.087,24.525,0,0,11.459,28.769,1,NA,NA,,3,6.98
317,CCE317,8.106,1.98,264.181,0.041,0.5,0.016,3.2,16932.158,1.089,13.44,Teklanika,Tekl3C,M1,11/12/24,247.919,0.514,0,18.777,4,60,0.976,20.204,60.565,40.338,2.864,0,12.48,21.471,1,NA,NA,,5,6.98
318,CCE318,19.932,2.02,217.679,0.032,0.16,0.023,3.36,9642.256,0.569,2.86,Teklanika,Tekl3C,M2,11/15/24,207.15,0,0,76.785,30,55,0.992,15.495,20.624,22.855,0,0,12.119,20.702,1,NA,NA,"no process date initially, found on airdry bag",3,6.98
320,CCE320,39.977,2.04,351.029,0.052,0.13,0.018,3.26,19313.816,1.207,3.02,Teklanika,Tekl4A,M1,10/16/24,205.176,0.049,0,29.776,12,29,1.036,20.239,31.983,28.748,2.73,0,13.841,23.87,1,NA,NA,small sample; huge ~30g rock,4,6.98
321,CCE321,60.036,2.04,210.858,0.032,0.05,0.013,3.28,16176.384,0.998,1.66,Teklanika,Tekl4A,M2,10/18/24,229.88,0,0,116.86,48,20,0.99,15.98,15.377,20.9,0,0,14.381,17.31,1,NA,NA,RC<100g; rocky grab sample,5,6.98
323,CCE323,40.002,2.04,202.166,0.03,0.08,0.016,3.32,12369.319,0.751,1.88,Teklanika,Tekl4B,M1,10/17/24,194.975,0,0,0,0,24,1.038,20.213,60.326,36.309,0,0,15.158,47.25,1,NA,NA,,4,6.98
324,CCE324,60.207,2.04,219.331,0.033,0.05,0.019,3.34,11670.031,0.706,1.17,Teklanika,Tekl4B,M2,11/27/24,121.7,0,0,40.79,31,59,0.98,14.7,12.59,19.55,0,0,13.487,14.611,1,NA,NA,lots of rock; rocks in tin and RC sample,2,6.98
326,CCE326,39.965,2.04,171.55,0.026,0.06,0.022,3.38,7865.265,0.463,1.16,Teklanika,Tekl4C,M1,9/27/24,306.118,0,0,0,0,1,1.028,21.577,61.941,235.923,0,0,15.94,45.67,0,NA,NA,,5,6.98
327,CCE327,60.125,2.04,163.672,0.025,0.04,0.024,3.38,6855.829,0.402,0.67,Teklanika,Tekl4C,M2,11/4/24,354.71,0,0,0,0,77,1.03,20.66,62.88,167.67,0,0,15.9,50.5,1,NA,NA,,5,6.98
329,CCE329,40.654,1.94,167.993,0.028,0.07,0.021,3.26,7816.48,0.48,1.18,Teklanika,Tekl5A,M1,11/13/24,339.72,0,0,0,0,13,1.02,21,59.96,144.84,0,0,15.609,46.729,1,NA,NA,,5,6.98
330,CCE330,79.938,2.04,276.833,0.041,0.05,0.023,3.34,11809.861,0.715,0.89,Teklanika,Tekl5A,M2,11/15/24,313.103,0,0,0,0,16,0.993,21.526,67.9,124.176,0,0,16.387,54.055,1,NA,NA,,5,6.98
332,CCE332,20.034,2.04,334.145,0.05,0.25,0.023,3.3,14401.276,0.865,4.32,Teklanika,Tekl5B,M1,11/4/24,290.218,0.22,0.556,1.487,0.6,76,0.97,20.088,61.509,59.291,2.9,3,12.9,40.7,1,NA,NA,,7,6.98
334,CCE334,40.169,2.04,299.314,0.044,0.11,0.019,3.28,15614.902,0.943,2.35,Teklanika,Tekl5C,M1,9/27/24,270.81,0,0,0,0,5,1.02,19.89,68.13,180.34,0,0,13.37,48.14,0,NA,NA,,5,6.98
335,CCE335,80.027,1.96,174.08,0.028,0.03,0.025,3.3,7050.303,0.432,0.54,Teklanika,Tekl5C,M2,NA,376.71,0.05,0,0,0,6,1.01,20.44,62.87,166.93,0.03,0,16.04,47.75,1,NA,NA,true sample found by HSK in freezer in Jan 2025. sample that was originally assigned this number cannot be correct because the paper sheet found in Jan 2025 matches exactly. so original 335 was discarded as there is no sample missing that it could be associated with. - HSK 3/20/2025,5,6.98
337,CCE337,41.845,2.02,161.114,0.024,0.06,0.021,3.36,7555.283,0.444,1.06,Teklanika,Tekl6A,M1,11/4/24,317.27,0,0,0,0,78,1.01,20.95,63.22,134.43,0,0,15.4,48.1,1,NA,NA,,5,6.98
338,CCE338,20,2.02,54.757,0.009,0.042667,0.021,3.44,2590.884,0.142,0.784983,Teklanika,Tekl6A,M2,10/17/24,338.87,0,0,0,0,14,1.03,20.8,60.22,160.06,0,0,15.8,47.72,1,NA,NA,no rocks,5,6.98
340,CCE340,39.914,2.04,181.754,0.027,0.07,0.024,3.38,7560.029,0.445,1.11,Teklanika,Tekl6B,M1,10/18/24,332.734,0,0,0,0,9,1.009,21.378,61.127,156.763,0,0,15.89,47.68,1,NA,NA,,5,6.98
341,CCE341,64.962,1.96,155.95,0.026,0.04,0.024,3.3,6633.94,0.404,0.62,Teklanika,Tekl6B,M2,11/5/24,363.89,0,0,0,0,14,1.03,20.88,63.64,186.82,0,0,16.03,50.96,1,NA,NA,no rocks,5,6.98
343,CCE343,39.859,2.02,177.768,0.027,0.07,0.024,3.38,7346.435,0.432,1.08,Teklanika,Tekl6C,M1,10/17/24,260.182,0.249,0,0,0,12,1.023,20.58,63.9,81.742,2.91,0,15.326,49.82,1,NA,NA,,5,6.98
344,CCE344,60.004,2.04,232.285,0.035,0.06,0.025,3.36,9319.145,0.556,0.93,Teklanika,Tekl6C,M2,NA,445.84,0,0,40.08,19,78,1.01,20.79,59.81,220.71,0,0,15.63,46.8,1,NA,NA,,6,6.98
