date,fire_scar,site,plot,location,site_notes,plant_species,plant_species_cover,veg_cover_notes,photos,plant_photos
7/29/2025,McDonald,MCDO5,C,3 m,,Carex spp,7,,1c9a470c-a0d3-45a9-882b-cf31978ac159,
7/29/2025,McDonald,MCDO5,C,3 m,,Arctagrostis latifolia,2,,1c9a470c-a0d3-45a9-882b-cf31978ac159,
7/29/2025,McDonald,MCDO5,C,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],4,,1c9a470c-a0d3-45a9-882b-cf31978ac159,
7/29/2025,McDonald,MCDO5,C,3 m,,Betula glandulosa,1,,1c9a470c-a0d3-45a9-882b-cf31978ac159,
7/29/2025,McDonald,MCDO5,C,3 m,,Petasites frigidus,0.1,,1c9a470c-a0d3-45a9-882b-cf31978ac159,
7/29/2025,McDonald,MCDO5,C,3 m,,Vaccinium uliginosum,1,,1c9a470c-a0d3-45a9-882b-cf31978ac159,
7/29/2025,McDonald,MCDO5,C,3 m,,Vaccinium vitis-idaea,0.1,,1c9a470c-a0d3-45a9-882b-cf31978ac159,
7/29/2025,McDonald,MCDO5,C,3 m,,Fine Woody Debris,4,,1c9a470c-a0d3-45a9-882b-cf31978ac159,
7/23/2025,Globe,GLOB4,C,9 m,,Epilobium angustifolium [Chamerion angustifolium],55,,f6f7a054-8703-4c6d-b07a-c2a757182a68,
7/23/2025,Globe,GLOB4,C,9 m,,Equisetum scirpoides,2,,f6f7a054-8703-4c6d-b07a-c2a757182a68,
7/23/2025,Globe,GLOB4,C,9 m,,Fine Woody Debris,1,,f6f7a054-8703-4c6d-b07a-c2a757182a68,
7/23/2025,Globe,GLOB4,C,9 m,,Betula neoalaskana,0.1,,f6f7a054-8703-4c6d-b07a-c2a757182a68,
7/21/2025,Aggie,AGCR2,A,9 m,,Vaccinium vitis-idaea,1,,"aa34a63f-26f4-466e-9a6e-e38a288823f5,9e71f1c4-3cec-4015-88a4-52ea5e420d43",
7/21/2025,Aggie,AGCR2,A,9 m,,Equisetum sylvaticum,3,,"aa34a63f-26f4-466e-9a6e-e38a288823f5,9e71f1c4-3cec-4015-88a4-52ea5e420d43",
7/21/2025,Aggie,AGCR2,A,9 m,,Picea mariana,1,,"aa34a63f-26f4-466e-9a6e-e38a288823f5,9e71f1c4-3cec-4015-88a4-52ea5e420d43",
7/21/2025,Aggie,AGCR2,A,9 m,,Epilobium angustifolium [Chamerion angustifolium],3,,"aa34a63f-26f4-466e-9a6e-e38a288823f5,9e71f1c4-3cec-4015-88a4-52ea5e420d43",
7/21/2025,Aggie,AGCR2,A,9 m,,Unknown grass 1,2,,"aa34a63f-26f4-466e-9a6e-e38a288823f5,9e71f1c4-3cec-4015-88a4-52ea5e420d43",
8/4/2025,Yukon Creek,YUCR4,A,9 m,,Coarse woody debris,25,,2303968b-b0ff-48ec-a0e6-0b9b35b063de,
8/4/2025,Yukon Creek,YUCR4,A,9 m,,Fine Woody Debris,1,,2303968b-b0ff-48ec-a0e6-0b9b35b063de,
8/4/2025,Yukon Creek,YUCR4,A,9 m,,Betula neoalaskana,5,,2303968b-b0ff-48ec-a0e6-0b9b35b063de,
8/4/2025,Yukon Creek,YUCR4,A,9 m,,Equisetum sylvaticum,3,,2303968b-b0ff-48ec-a0e6-0b9b35b063de,
8/4/2025,Yukon Creek,YUCR4,A,9 m,,Epilobium angustifolium [Chamerion angustifolium],4,,2303968b-b0ff-48ec-a0e6-0b9b35b063de,
8/4/2025,Yukon Creek,YUCR4,A,9 m,,Picea mariana,0.1,,2303968b-b0ff-48ec-a0e6-0b9b35b063de,
7/25/2025,McDonald,MCDO3,C,3 m,,Unknown mustard 1,1,,b20fe406-e7b0-4270-96ce-e331b8ac9cce,
7/25/2025,McDonald,MCDO3,C,3 m,,Epilobium angustifolium [Chamerion angustifolium],2,,b20fe406-e7b0-4270-96ce-e331b8ac9cce,
7/25/2025,McDonald,MCDO3,C,3 m,,Unknown grass 1,1,,b20fe406-e7b0-4270-96ce-e331b8ac9cce,
7/25/2025,McDonald,MCDO3,C,3 m,,Picea mariana,0.1,,b20fe406-e7b0-4270-96ce-e331b8ac9cce,
8/4/2025,Yukon Creek,YUCR4,A,3 m,,Coarse woody debris,10,,b6fabba7-ea55-4915-96d6-c7dbc193ed53,
8/4/2025,Yukon Creek,YUCR4,A,3 m,,Betula neoalaskana,12,,b6fabba7-ea55-4915-96d6-c7dbc193ed53,
8/4/2025,Yukon Creek,YUCR4,A,3 m,,Equisetum sylvaticum,6,,b6fabba7-ea55-4915-96d6-c7dbc193ed53,
8/4/2025,Yukon Creek,YUCR4,A,3 m,,Epilobium angustifolium [Chamerion angustifolium],3,,b6fabba7-ea55-4915-96d6-c7dbc193ed53,
7/21/2025,Aggie,AGCR2,A,6 m,,Vaccinium vitis-idaea,8,,116742f7-8fab-4c4f-aabc-bf7b2bc649dd,
7/21/2025,Aggie,AGCR2,A,6 m,,Rubus chamaemorus,2,,116742f7-8fab-4c4f-aabc-bf7b2bc649dd,
7/21/2025,Aggie,AGCR2,A,6 m,,Picea mariana,2,Seedling,116742f7-8fab-4c4f-aabc-bf7b2bc649dd,
7/21/2025,Aggie,AGCR2,A,6 m,,Equisetum sylvaticum,4,,116742f7-8fab-4c4f-aabc-bf7b2bc649dd,
7/21/2025,Aggie,AGCR2,A,6 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],13,,116742f7-8fab-4c4f-aabc-bf7b2bc649dd,
7/21/2025,Aggie,AGCR2,A,6 m,,Polygonum,8,,116742f7-8fab-4c4f-aabc-bf7b2bc649dd,
7/21/2025,Aggie,AGCR2,A,6 m,,Unknown grass 1,3,,116742f7-8fab-4c4f-aabc-bf7b2bc649dd,
7/21/2025,Aggie,AGCR2,A,6 m,,Epilobium angustifolium [Chamerion angustifolium],1,,116742f7-8fab-4c4f-aabc-bf7b2bc649dd,
8/8/2025,Isom,ISOM4,C,6 m,,Snag,2,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Fine Woody Debris,3,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Coarse woody debris,2,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Vaccinium uliginosum,12,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],6,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Pedicularis labradorica,2,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Unknown grass 1,0.1,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Vaccinium vitis-idaea,2,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Equisetum scirpoides,3,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/8/2025,Isom,ISOM4,C,6 m,,Carex spp,2,,3ace0c1a-72be-4d72-9fd7-4f5a4cd6f9e5,
8/4/2025,Yukon Creek,YUCR5,C,6 m,,Calamagrostis spp.,6,,2d31a006-f8de-498f-89fa-0563f97ce811,
8/4/2025,Yukon Creek,YUCR5,C,6 m,,Coarse woody debris,15,,2d31a006-f8de-498f-89fa-0563f97ce811,
8/4/2025,Yukon Creek,YUCR5,C,6 m,,Equisetum sylvaticum,7,,2d31a006-f8de-498f-89fa-0563f97ce811,
8/4/2025,Yukon Creek,YUCR5,C,6 m,,Epilobium angustifolium [Chamerion angustifolium],0.01,,2d31a006-f8de-498f-89fa-0563f97ce811,
8/4/2025,Yukon Creek,YUCR5,C,6 m,,Betula neoalaskana,2,,2d31a006-f8de-498f-89fa-0563f97ce811,
8/4/2025,Yukon Creek,YUCR5,C,6 m,,Populus tremuloides,1,,2d31a006-f8de-498f-89fa-0563f97ce811,
8/4/2025,Yukon Creek,YUCR5,C,6 m,,Picea mariana,0.1,,2d31a006-f8de-498f-89fa-0563f97ce811,
8/4/2025,Yukon Creek,YUCR5,C,6 m,,Fine Woody Debris,2,,2d31a006-f8de-498f-89fa-0563f97ce811,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Equisetum sylvaticum,12,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Rubus chamaemorus,40,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],3,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Vaccinium vitis-idaea,4,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Chamaedaphne calyculata,2,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Vaccinium uliginosum,0.1,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Calamagrostis ,2,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Arctagrostis latifolia,0.1,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Empetrum nigrum,0.1,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Spiraea beauverdiana (stevenii),0.1,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Oxycoccus microcarpos [Vaccinium oxycoccos],0.1,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Coarse woody debris,1,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/1/2025,Yukon Creek,YUCR3,C,3 m,,Fine Woody Debris,3,,fe28bec5-fea9-4952-a121-84d4e5523a94,
8/2/2025,Troublesome,TROU1,B,3 m,,Mertensia paniculata,5,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU1,B,3 m,,Vaccinium uliginosum,10,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU1,B,3 m,,Epilobium angustifolium [Chamerion angustifolium],2,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU1,B,3 m,,Equisetum arvense,2,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU1,B,3 m,,Equisetum scirpoides,0.1,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU1,B,3 m,,Linnaea borealis,5,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU1,B,3 m,,Vaccinium vitis-idaea,1,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU1,B,3 m,,Calamagrostis spp.,5,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU1,B,3 m,,Fine Woody Debris,3,,59ee5d16-8615-42b0-bf47-6b61c0d65eaa,
8/2/2025,Troublesome,TROU2,C,6 m,,Betula nana,7,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Snag,10,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Epilobium angustifolium [Chamerion angustifolium],5,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],4,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Equisetum scirpoides,1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Unknown aster,0.1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Mertensia paniculata,0.1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Fern,1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Equisetum arvense,1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Arctagrostis latifolia,1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Arctostaphylos rubra [Arctous rubra],0.1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Vaccinium vitis-idaea,1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Vaccinium uliginosum,1,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Fine Woody Debris,5,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
8/2/2025,Troublesome,TROU2,C,6 m,,Coarse woody debris,5,,8bb3e2c4-c576-4b62-8070-865f4271dabf,
7/22/2025,Aggie,AGCR6,C,3 m,,Salix spp,2,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Petasites frigidus,1,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Epilobium angustifolium [Chamerion angustifolium],1,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Calamagrostis stricta subsp. inexpansa,1,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Picea mariana,11,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Rubus chamaemorus,1,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Achillea sibirica,0.1,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Betula neoalaskana,1,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Equisetum sylvaticum,22,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
7/22/2025,Aggie,AGCR6,C,3 m,,Equisetum arvense,10,,e7aa7304-409c-4c59-b0e0-4d3639675a1b,
8/2/2025,Troublesome,TROU3,B,3 m,,Salix spp,14,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Vaccinium uliginosum,8,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Vaccinium vitis-idaea,1,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Epilobium angustifolium [Chamerion angustifolium],5,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Cornus sp,10,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Betula glandulosa,3,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Calamagrostis,5,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Equisetum scirpoides,2,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],1,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Coarse woody debris,0.1,,fe00832c-ff7f-4f98-991c-603f61bdab92,
8/2/2025,Troublesome,TROU3,B,3 m,,Fine Woody Debris,0.1,,fe00832c-ff7f-4f98-991c-603f61bdab92,
7/25/2025,McDonald,MCDO1,A,6 m,,Unknown grass 1,3,,5ff40283-6373-4874-ac45-cef85e4a9471,
7/25/2025,McDonald,MCDO1,A,6 m,,Unknown grass 2,2,,5ff40283-6373-4874-ac45-cef85e4a9471,
7/25/2025,McDonald,MCDO1,A,6 m,,Epilobium angustifolium [Chamerion angustifolium],3,,5ff40283-6373-4874-ac45-cef85e4a9471,
7/25/2025,McDonald,MCDO1,A,6 m,,Rosa acicularis,0.1,,5ff40283-6373-4874-ac45-cef85e4a9471,
7/25/2025,McDonald,MCDO1,A,6 m,,Betula glandulosa,1,,5ff40283-6373-4874-ac45-cef85e4a9471,
7/25/2025,McDonald,MCDO1,A,6 m,,Coarse woody debris,2,,5ff40283-6373-4874-ac45-cef85e4a9471,
7/25/2025,McDonald,MCDO1,A,6 m,,Fine Woody Debris,3,,5ff40283-6373-4874-ac45-cef85e4a9471,
8/8/2025,Isom,ISOM5,C,6 m,,Coarse woody debris,4,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM5,C,6 m,,Fine Woody Debris,8,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM5,C,6 m,,Rosa acicularis,4,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM5,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],45,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM5,C,6 m,,Vaccinium uliginosum,11,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM5,C,6 m,,Unknown grass 1,5,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM5,C,6 m,,Rubus chamaemorus,2,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM5,C,6 m,,Vaccinium vitis-idaea,12,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM5,C,6 m,,Salix spp,3,,3775941e-fa1d-40fd-ad5e-c5245391a30e,
8/8/2025,Isom,ISOM1,A,6 m,,Picea mariana,0.1,,5fb6c0e9-618e-41f6-8fd3-8d890934bfc1,
8/8/2025,Isom,ISOM1,A,6 m,,Equisetum scirpoides,4,,5fb6c0e9-618e-41f6-8fd3-8d890934bfc1,
8/8/2025,Isom,ISOM1,A,6 m,,Equisetum arvense,1,,5fb6c0e9-618e-41f6-8fd3-8d890934bfc1,
8/8/2025,Isom,ISOM1,A,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],5,,5fb6c0e9-618e-41f6-8fd3-8d890934bfc1,
8/8/2025,Isom,ISOM1,A,6 m,,Spiraea beauverdiana (stevenii),1,,5fb6c0e9-618e-41f6-8fd3-8d890934bfc1,
8/8/2025,Isom,ISOM1,A,6 m,,Rosa acicularis,3,,5fb6c0e9-618e-41f6-8fd3-8d890934bfc1,
8/8/2025,Isom,ISOM1,A,6 m,,Vaccinium uliginosum,5,,5fb6c0e9-618e-41f6-8fd3-8d890934bfc1,
8/8/2025,Isom,ISOM1,A,6 m,,Fine Woody Debris,2,,5fb6c0e9-618e-41f6-8fd3-8d890934bfc1,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Eriophorum vaginatum,25,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Ledum palustre subsp. decumbens [Rhododendron tomentosum],12,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],2,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Betula nana,12,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Rubus chamaemorus,10,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Equisetum sylvaticum,6,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Vaccinium vitis-idaea,5,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Vaccinium uliginosum,2,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Picea mariana,0.1,,b4aca940-defb-4f72-a8ad-ca9554b83414,
7/22/2025,Aggie,AGCR4,B,6 m,"
",Snag,4,PICMAR standing dead,b4aca940-defb-4f72-a8ad-ca9554b83414,
8/1/2025,Yukon Creek,YUCR3,A,9 m,,Coarse woody debris,10,,02c50af4-fbea-459f-822a-0b19a3cf5e9a,
8/1/2025,Yukon Creek,YUCR3,A,9 m,,Fine Woody Debris,15,,02c50af4-fbea-459f-822a-0b19a3cf5e9a,
8/1/2025,Yukon Creek,YUCR3,A,9 m,,Equisetum sylvaticum,10,,02c50af4-fbea-459f-822a-0b19a3cf5e9a,
8/1/2025,Yukon Creek,YUCR3,A,9 m,,Rubus chamaemorus,12,,02c50af4-fbea-459f-822a-0b19a3cf5e9a,
8/1/2025,Yukon Creek,YUCR3,A,9 m,,Epilobium angustifolium [Chamerion angustifolium],3,,02c50af4-fbea-459f-822a-0b19a3cf5e9a,
8/1/2025,Yukon Creek,YUCR3,A,9 m,,Vaccinium vitis-idaea,0.1,,02c50af4-fbea-459f-822a-0b19a3cf5e9a,
7/26/2025,Slate,SLAT1,C,3 m,,Equisetum sylvaticum,5,,63506163-81f4-44c5-ab21-26903531b53a,
7/26/2025,Slate,SLAT1,C,3 m,,Unknown grass 1,3,,63506163-81f4-44c5-ab21-26903531b53a,
7/26/2025,Slate,SLAT1,C,3 m,,Rubus chamaemorus,0.1,,63506163-81f4-44c5-ab21-26903531b53a,
7/26/2025,Slate,SLAT1,C,3 m,,Vaccinium vitis-idaea,0.1,,63506163-81f4-44c5-ab21-26903531b53a,
7/26/2025,Slate,SLAT1,C,3 m,,Fine Woody Debris,5,,63506163-81f4-44c5-ab21-26903531b53a,
7/27/2025,Slate,SLAT4,A,6 m,,Coarse woody debris,35,Included root ball in this measurement ,24f46644-3746-45ec-9aa2-91b0ec841ea4,
7/27/2025,Slate,SLAT4,A,6 m,,Fine Woody Debris,7,,24f46644-3746-45ec-9aa2-91b0ec841ea4,
7/27/2025,Slate,SLAT4,A,6 m,,Epilobium angustifolium [Chamerion angustifolium],20,,24f46644-3746-45ec-9aa2-91b0ec841ea4,
7/27/2025,Slate,SLAT4,A,6 m,,Corydalis sempervirens,1,,24f46644-3746-45ec-9aa2-91b0ec841ea4,
7/27/2025,Slate,SLAT4,A,6 m,,Geranium bicknellii,1,No flower. Deeply lobbed leaves. ,24f46644-3746-45ec-9aa2-91b0ec841ea4,
7/27/2025,Slate,SLAT4,A,6 m,,Betula neoalaskana,0.1,,24f46644-3746-45ec-9aa2-91b0ec841ea4,
8/3/2025,Chitanana,CHIT3,C,6 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],8,,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,C,6 m,,Andromeda polifolia,3,,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,C,6 m,,Rubus chamaemorus,10,,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,C,6 m,,Vaccinium uliginosum,3,,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,C,6 m,,Pedicularis labradorica,0.1,,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,C,6 m,,Oxycoccus microcarpos [Vaccinium oxycoccos],8,,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,C,6 m,,Drosera rotundifolia,0.1,,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,C,6 m,,Picea mariana,0.1,,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,C,6 m,,Unknown grass 1,0.1,No flower,78915e4e-284b-4cf1-932a-f4c339a4d4ac,
8/3/2025,Chitanana,CHIT3,A,9 m,,Vaccinium uliginosum,4,,5a8e4859-5421-4c46-8248-d9a48ff04919,
8/3/2025,Chitanana,CHIT3,A,9 m,,Vaccinium vitis-idaea,5,,5a8e4859-5421-4c46-8248-d9a48ff04919,
8/3/2025,Chitanana,CHIT3,A,9 m,,Rubus chamaemorus,15,,5a8e4859-5421-4c46-8248-d9a48ff04919,
8/3/2025,Chitanana,CHIT3,A,9 m,,Eriophorum vaginatum,5,,5a8e4859-5421-4c46-8248-d9a48ff04919,
8/3/2025,Chitanana,CHIT3,A,9 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],12,,5a8e4859-5421-4c46-8248-d9a48ff04919,
8/3/2025,Chitanana,CHIT3,A,9 m,,Oxycoccus microcarpos [Vaccinium oxycoccos],4,,5a8e4859-5421-4c46-8248-d9a48ff04919,
8/3/2025,Chitanana,CHIT3,A,9 m,,Pedicularis labradorica,0.1,,5a8e4859-5421-4c46-8248-d9a48ff04919,
8/3/2025,Chitanana,CHIT3,A,9 m,,Fine Woody Debris,1,,5a8e4859-5421-4c46-8248-d9a48ff04919,
8/2/2025,Troublesome,TROU1,B,9 m,,Epilobium angustifolium [Chamerion angustifolium],12,,fa03d3c4-2e56-4a1c-807e-e635ede1ca9f,
8/2/2025,Troublesome,TROU1,B,9 m,,Rosa acicularis,3,,fa03d3c4-2e56-4a1c-807e-e635ede1ca9f,
8/2/2025,Troublesome,TROU1,B,9 m,,Betula glandulosa,5,,fa03d3c4-2e56-4a1c-807e-e635ede1ca9f,
8/2/2025,Troublesome,TROU1,B,9 m,,Equisetum arvense,3,,fa03d3c4-2e56-4a1c-807e-e635ede1ca9f,
8/2/2025,Troublesome,TROU1,B,9 m,,Calamagrostis spp.,5,,fa03d3c4-2e56-4a1c-807e-e635ede1ca9f,
8/2/2025,Troublesome,TROU1,B,9 m,,Coarse woody debris,5,,fa03d3c4-2e56-4a1c-807e-e635ede1ca9f,
8/2/2025,Troublesome,TROU1,B,9 m,,Fine Woody Debris,1,,fa03d3c4-2e56-4a1c-807e-e635ede1ca9f,
8/8/2025,Isom,ISOM1,B,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],13,,085bb670-e60c-4899-8191-1021daf02e83,
8/8/2025,Isom,ISOM1,B,3 m,,Vaccinium uliginosum,5,,085bb670-e60c-4899-8191-1021daf02e83,
8/8/2025,Isom,ISOM1,B,3 m,,Equisetum sylvaticum,3,,085bb670-e60c-4899-8191-1021daf02e83,
8/8/2025,Isom,ISOM1,B,3 m,,Equisetum scirpoides,1,,085bb670-e60c-4899-8191-1021daf02e83,
8/8/2025,Isom,ISOM1,B,3 m,,Vaccinium vitis-idaea,1,,085bb670-e60c-4899-8191-1021daf02e83,
8/8/2025,Isom,ISOM1,B,3 m,,Fine Woody Debris,2,,085bb670-e60c-4899-8191-1021daf02e83,
8/3/2025,Chitanana,CHIT3,A,6 m,,Carex bigelowii,30,,c4ea78f0-a72d-4db4-92c4-7e2933033b5a,
