"","date","fire_scar","site","plot","location","site_notes","ground_cover_type","ground_percent_cover","ground_cover_notes"
"1631","2024-07-14","Haystack","Hays2","A","9 m","","Ceratodon purpureus",2,""
"1632","2024-07-14","Haystack","Hays2","A","9 m","","Litter",2,""
"1633","2024-07-14","Haystack","Hays2","A","9 m","","Coarse Woody Debris",1,""
"1634","2024-07-14","Haystack","Hays2","A","9 m","","Fine Woody Debris",4,""
"1635","2024-07-14","Haystack","Hays2","A","9 m","","Grass Litter",0.1,""
"1636","2024-07-14","Haystack","Hays2","A","9 m","","Burned moss",4,""
"1637","2024-07-14","Haystack","Hays2","A","9 m","","Organic",87,""
"1638","2024-07-23","Hess Creek","HeCr5","B","9 m","","Burned Lichen",3,""
"1639","2024-07-23","Hess Creek","HeCr5","B","9 m","","Marchantia polymorpha",2,""
"1640","2024-07-23","Hess Creek","HeCr5","B","9 m","","Polytrichum",1,""
"1641","2024-07-23","Hess Creek","HeCr5","B","9 m","","Grass Litter",10,""
"1642","2024-07-23","Hess Creek","HeCr5","B","9 m","","Coarse Woody Debris",2,""
"1643","2024-07-23","Hess Creek","HeCr5","B","9 m","","Fine Woody Debris",1,""
"1644","2024-07-23","Hess Creek","HeCr5","B","9 m","","Organic",6,""
"1645","2024-07-23","Hess Creek","HeCr5","B","9 m","","Litter",40,""
"1646","2024-07-23","Hess Creek","HeCr5","B","9 m","","Ceratodon/Pohlia",35,""
"1647","2024-07-23","Hess Creek","HeCr5","B","9 m","","Crustose Lichen",0.1,""
"1648","2024-08-03","Teklanika ","Tekl1","B","3 m","","Burned Lichen",1,""
"1649","2024-08-03","Teklanika ","Tekl1","B","3 m","","Litter",0.1,""
"1650","2024-08-03","Teklanika ","Tekl1","B","3 m","","Coarse Woody Debris",1,""
"1651","2024-08-03","Teklanika ","Tekl1","B","3 m","","Burned Moss",1,""
"1652","2024-08-03","Teklanika ","Tekl1","B","3 m","","Fine Woody Debris",2,""
"1653","2024-08-03","Teklanika ","Tekl1","B","3 m","","Organic",94.9,""
"1654","2024-07-15","Lost Horse","LoHo3","B","9 m","","Burned Moss",7,""
"1655","2024-07-15","Lost Horse","LoHo3","B","9 m","","Burned Lichen",0.1,""
"1656","2024-07-15","Lost Horse","LoHo3","B","9 m","","Coarse Woody Debris",4,""
"1657","2024-07-15","Lost Horse","LoHo3","B","9 m","","Fine Woody Debris",3,""
"1658","2024-07-15","Lost Horse","LoHo3","B","9 m","","Litter",5,""
"1659","2024-07-15","Lost Horse","LoHo3","B","9 m","","Organic",81,""
"1660","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Polytrichum",6,""
"1661","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Ceratodon/Pohlia",10,""
"1662","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Coarse Woody Debris",3,""
"1663","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Fine Woody Debris",3,""
"1664","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Organic",5,""
"1665","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Litter",73,""
"1666","2024-08-02","Teklanika ","Tekl4","C","6 m","","Burned Lichen",0.1,""
"1667","2024-08-02","Teklanika ","Tekl4","C","6 m","","Fine Woody Debris",1,""
"1668","2024-08-02","Teklanika ","Tekl4","C","6 m","","Coarse Woody Debris",4,""
"1669","2024-08-02","Teklanika ","Tekl4","C","6 m","","Organic",42,""
"1670","2024-08-02","Teklanika ","Tekl4","C","6 m","","Ceratodon purpureus",1,""
"1671","2024-08-02","Teklanika ","Tekl4","C","6 m","","Litter",51.9,""
"1672","2024-07-14","Haystack","Hays3","B","9 m","","Polytrichum",0.1,""
"1673","2024-07-14","Haystack","Hays3","B","9 m","","Pleurozium",0.1,""
"1674","2024-07-14","Haystack","Hays3","B","9 m","","Fruticose Lichen",0.1,""
"1675","2024-07-14","Haystack","Hays3","B","9 m","","Coarse Woody Debris",1,""
"1676","2024-07-14","Haystack","Hays3","B","9 m","","Fine Woody Debris",3,""
"1677","2024-07-14","Haystack","Hays3","B","9 m","","Grass Litter",3,""
"1678","2024-07-14","Haystack","Hays3","B","9 m","","Litter",0.1,""
"1679","2024-07-14","Haystack","Hays3","B","9 m","","Ceratodon purpureus",0.1,""
"1680","2024-07-14","Haystack","Hays3","B","9 m","","Organic",10,""
"1681","2024-07-14","Haystack","Hays3","B","9 m","","Unburned moss",82.5,""
"1682","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Ceratodon/Pohlia",6,""
"1683","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Dead moss",2,""
"1684","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Organic",5,""
"1685","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Fine Woody Debris",2,""
"1686","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Coarse Woody Debris",3,""
"1687","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Litter",82,""
"1688","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Litter",6,""
"1689","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Burned Lichen",4,""
"1690","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Standing water",3,""
"1691","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Ceratodon purpureus",0.1,""
"1692","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Mushroom",0.1,""
"1693","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Fine Woody Debris",2,""
"1694","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Coarse Woody Debris",4,""
"1695","2024-08-01","Munson Creek","MuCr1","B","9 m","Quadrat placed at 9m just to capture seedlings. No other data collected at 9m",NA,NA,NA
"1696","2024-08-07","McCoy Creek","McCr3","C","3 m","","Marchantia polymorpha",0.1,""
"1697","2024-08-07","McCoy Creek","McCr3","C","3 m","","Polytrichum",0.1,""
"1698","2024-08-07","McCoy Creek","McCr3","C","3 m","","Ceratodon purpureus",3,""
"1699","2024-08-07","McCoy Creek","McCr3","C","3 m","","Coarse Woody Debris",1,""
"1700","2024-08-07","McCoy Creek","McCr3","C","3 m","","Burned Moss",28,""
"1701","2024-08-07","McCoy Creek","McCr3","C","3 m","","Organic",67.7,""
"1702","2024-08-07","McCoy Creek","McCr3","C","3 m","","Fine Woody Debris",0.1,""
"1703","2024-07-18","Lost Horse","LoHo5","B","6 m","","Fine Woody Debris",2,""
"1704","2024-07-18","Lost Horse","LoHo5","B","6 m","","Coarse Woody Debris",2,""
"1705","2024-07-18","Lost Horse","LoHo5","B","6 m","","Burned Moss",7,""
"1706","2024-07-18","Lost Horse","LoHo5","B","6 m","","Litter",12,""
"1707","2024-07-18","Lost Horse","LoHo5","B","6 m","","Organic",77,""
"1708","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Litter",8,""
"1709","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Fine Woody Debris",1,""
"1710","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Coarse Woody Debris",5,""
"1711","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Rock",40,""
"1712","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Ceratodon/Pohlia",26,""
"1713","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Polytrichum",20,""
"1714","2024-08-03","Teklanika ","Tekl2","A","6 m","","Litter",2,""
"1715","2024-08-03","Teklanika ","Tekl2","A","6 m","","Coarse Woody Debris",2,""
"1716","2024-08-03","Teklanika ","Tekl2","A","6 m","","Fine Woody Debris",0.1,""
"1717","2024-08-03","Teklanika ","Tekl2","A","6 m","","Mushroom",0.1,""
"1718","2024-08-03","Teklanika ","Tekl2","A","6 m","","Ceratodon purpureus",7,""
"1719","2024-08-03","Teklanika ","Tekl2","A","6 m","","Organic",18,""
"1720","2024-08-03","Teklanika ","Tekl2","A","6 m","","Marchantia polymorpha",70.8,""
"1721","2024-07-23","Hess Creek","HeCr4","C","6 m","","Ceratodon/Pohlia",10,""
"1722","2024-07-23","Hess Creek","HeCr4","C","6 m","","Burned Moss",15,""
"1723","2024-07-23","Hess Creek","HeCr4","C","6 m","","Coarse Woody Debris",1,""
"1724","2024-07-23","Hess Creek","HeCr4","C","6 m","","Fine Woody Debris",4,""
"1725","2024-07-23","Hess Creek","HeCr4","C","6 m","","Litter",6,""
"1726","2024-07-23","Hess Creek","HeCr4","C","6 m","","Grass Litter",18,""
"1727","2024-07-23","Hess Creek","HeCr4","C","6 m","","Polytrichum",0.1,""
"1728","2024-07-23","Hess Creek","HeCr4","C","6 m","","Organic",46,""
"1729","2024-07-25","Haystack","Hays6","B","3 m","","Polytrichum",2,""
"1730","2024-07-25","Haystack","Hays6","B","3 m","","Pleurozium",4,""
"1731","2024-07-25","Haystack","Hays6","B","3 m","","Coarse Woody Debris",2,""
"1732","2024-07-25","Haystack","Hays6","B","3 m","","Fine Woody Debris",4,""
"1733","2024-07-25","Haystack","Hays6","B","3 m","","Burned Lichen",0.1,""
"1734","2024-07-25","Haystack","Hays6","B","3 m","","Litter",5,""
"1735","2024-07-25","Haystack","Hays6","B","3 m","","Burned Moss",82.9,""
"1736","2024-07-15","Lost Horse","LoHo2","A","9 m","","Polytrichum",0.1,""
"1737","2024-07-15","Lost Horse","LoHo2","A","9 m","","Burned Lichen",11,""
"1738","2024-07-15","Lost Horse","LoHo2","A","9 m","","Organic",3,""
"1739","2024-07-15","Lost Horse","LoHo2","A","9 m","","Coarse Woody Debris",2,""
"1740","2024-07-15","Lost Horse","LoHo2","A","9 m","","Fine Woody Debris",3,""
"1741","2024-07-15","Lost Horse","LoHo2","A","9 m","","Burned Moss",80.9,""
"1742","2024-08-05","Dry Creek","DrCr3","A","6 m","","Ceratodon purpureus",4,""
"1743","2024-08-05","Dry Creek","DrCr3","A","6 m","","Pleurozium",1,""
"1744","2024-08-05","Dry Creek","DrCr3","A","6 m","","Coarse Woody Debris",4,""
"1745","2024-08-05","Dry Creek","DrCr3","A","6 m","","Fine Woody Debris",0.1,""
"1746","2024-08-05","Dry Creek","DrCr3","A","6 m","","Litter",16,""
"1747","2024-08-05","Dry Creek","DrCr3","A","6 m","","Grass Litter",2,""
"1748","2024-08-05","Dry Creek","DrCr3","A","6 m","","Polytrichum",0.1,""
"1749","2024-08-05","Dry Creek","DrCr3","A","6 m","","Burned Moss",3,""
"1750","2024-08-05","Dry Creek","DrCr3","A","6 m","","Burned Lichen",0.1,""
"1751","2024-08-05","Dry Creek","DrCr3","A","6 m","","Organic",69.7,""
"1752","2024-08-01","Munson Creek","MuCr1","C","3 m","","Burned Lichen",8,""
"1753","2024-08-01","Munson Creek","MuCr1","C","3 m","","Ceratodon purpureus",3,""
"1754","2024-08-01","Munson Creek","MuCr1","C","3 m","","Burned Moss",5,""
"1755","2024-08-01","Munson Creek","MuCr1","C","3 m","","Sphagnum",3,""
"1756","2024-08-01","Munson Creek","MuCr1","C","3 m","","Fine Woody Debris",0.1,""
"1757","2024-08-01","Munson Creek","MuCr1","C","3 m","","Coarse Woody Debris",1,""
"1758","2024-08-01","Munson Creek","MuCr1","C","3 m","","Litter",9,""
"1759","2024-08-01","Munson Creek","MuCr1","C","3 m","","Organic",70.9,""
"1760","2024-07-15","Lost Horse","LoHo3","B","3 m","","Fine Woody Debris",3,""
"1761","2024-07-15","Lost Horse","LoHo3","B","3 m","","Coarse Woody Debris",3,""
"1762","2024-07-15","Lost Horse","LoHo3","B","3 m","","Burned Lichen",1,""
"1763","2024-07-15","Lost Horse","LoHo3","B","3 m","","Burned Moss",11,""
"1764","2024-07-15","Lost Horse","LoHo3","B","3 m","","Litter",35,""
"1765","2024-07-15","Lost Horse","LoHo3","B","3 m","","Organic",47,""
"1766","2024-07-14","Haystack","Hays3","B","6 m","","Polytrichum",0.1,""
"1767","2024-07-14","Haystack","Hays3","B","6 m","","Fruticose Lichen",1,""
"1768","2024-07-14","Haystack","Hays3","B","6 m","","Ceratodon purpureus",1,""
"1769","2024-07-14","Haystack","Hays3","B","6 m","","Coarse Woody Debris",2,""
"1770","2024-07-14","Haystack","Hays3","B","6 m","","Fine Woody Debris",5,""
"1771","2024-07-14","Haystack","Hays3","B","6 m","","Litter",2,""
"1772","2024-07-14","Haystack","Hays3","B","6 m","","Burned moss",7,""
"1773","2024-07-14","Haystack","Hays3","B","6 m","","Organic",81.9,""
"1774","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Polytrichum",28,""
"1775","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Ceratodon/Pohlia",25,""
"1776","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Coarse Woody Debris",5,""
"1777","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Fine Woody Debris",6,""
"1778","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Litter",6,""
"1779","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Organic",30,""
"1780","2024-08-03","Teklanika ","Tekl2","C","3 m","","Mushroom",0.1,""
"1781","2024-08-03","Teklanika ","Tekl2","C","3 m","","Coarse Woody Debris",9,""
"1782","2024-08-03","Teklanika ","Tekl2","C","3 m","","Fine Woody Debris",0.1,""
"1783","2024-08-03","Teklanika ","Tekl2","C","3 m","","Litter",0.1,""
"1784","2024-08-03","Teklanika ","Tekl2","C","3 m","","Mineral ",3,""
"1785","2024-08-03","Teklanika ","Tekl2","C","3 m","","Ceratodon purpureus",14,""
"1786","2024-08-03","Teklanika ","Tekl2","C","3 m","","Organic",8,""
"1787","2024-08-03","Teklanika ","Tekl2","C","3 m","","Burned Lichen",0.1,""
"1788","2024-08-03","Teklanika ","Tekl2","C","3 m","","Marchantia polymorpha",65.6,""
"1789","2024-08-01","Munson Creek","MuCr3","C","3 m","","Fruticose Lichen",2,""
"1790","2024-08-01","Munson Creek","MuCr3","C","3 m","","Pleurozium",1,""
"1791","2024-08-01","Munson Creek","MuCr3","C","3 m","","Coarse Woody Debris",1,""
"1792","2024-08-01","Munson Creek","MuCr3","C","3 m","","Fine Woody Debris",0.1,""
"1793","2024-08-01","Munson Creek","MuCr3","C","3 m","","Organic",2,""
"1794","2024-08-01","Munson Creek","MuCr3","C","3 m","","Ceratodon purpureus",2,""
"1795","2024-08-01","Munson Creek","MuCr3","C","3 m","","Drosera ",0.1,""
"1796","2024-08-01","Munson Creek","MuCr3","C","3 m","","Litter",2,""
"1797","2024-08-01","Munson Creek","MuCr3","C","3 m","","Sphagnum",89.8,""
"1798","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Rock",5,""
"1799","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Ceratodon/Pohlia",9,""
"1800","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Organic",2,""
"1801","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Coarse Woody Debris",1,""
"1802","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Fine Woody Debris",1,""
"1803","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Litter",4,""
"1804","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Polytrichum",78,""
"1805","2024-07-22","Hess Creek","HeCr1","C","6 m","","Ceratodon/Pohlia",4,""
"1806","2024-07-22","Hess Creek","HeCr1","C","6 m","","Organic",1,""
"1807","2024-07-22","Hess Creek","HeCr1","C","6 m","","Unknown moss",1,""
"1808","2024-07-22","Hess Creek","HeCr1","C","6 m","","Coarse Woody Debris",7,""
"1809","2024-07-22","Hess Creek","HeCr1","C","6 m","","Fine Woody Debris",2,""
"1810","2024-07-22","Hess Creek","HeCr1","C","6 m","","Liverwort",1,""
"1811","2024-07-22","Hess Creek","HeCr1","C","6 m","","Litter",4,""
"1812","2024-07-22","Hess Creek","HeCr1","C","6 m","","Grass Litter",80,""
"1813","2024-07-29","McCoy Creek","McCr2","C","3 m","","Coarse Woody Debris",4,""
"1814","2024-07-29","McCoy Creek","McCr2","C","3 m","","Fine Woody Debris",3,""
"1815","2024-07-29","McCoy Creek","McCr2","C","3 m","","Mineral ",0.1,""
"1816","2024-07-29","McCoy Creek","McCr2","C","3 m","","Polytrichum",0.1,""
"1817","2024-07-29","McCoy Creek","McCr2","C","3 m","","Marchantia polymorpha",0.1,""
"1818","2024-07-29","McCoy Creek","McCr2","C","3 m","","Litter",3,""
"1819","2024-07-29","McCoy Creek","McCr2","C","3 m","","Burned Moss",3,""
"1820","2024-07-29","McCoy Creek","McCr2","C","3 m","","Ceratodon purpureus",9,""
"1821","2024-07-29","McCoy Creek","McCr2","C","3 m","","Organic",77.7,""
"1822","2024-07-28","McCoy Creek","McCr1","C","3 m","","Coarse Woody Debris",1,""
"1823","2024-07-28","McCoy Creek","McCr1","C","3 m","","Fine Woody Debris",3,""
"1824","2024-07-28","McCoy Creek","McCr1","C","3 m","","Burned Lichen",3,""
"1825","2024-07-28","McCoy Creek","McCr1","C","3 m","","Litter",5,""
"1826","2024-07-28","McCoy Creek","McCr1","C","3 m","","Standing water",9,""
"1827","2024-07-28","McCoy Creek","McCr1","C","3 m","","Pleurozium",0.1,""
"1828","2024-07-28","McCoy Creek","McCr1","C","3 m","","Marchantia polymorpha",0.1,""
"1829","2024-07-28","McCoy Creek","McCr1","C","3 m","","Ceratodon purpureus",0.1,""
"1830","2024-07-28","McCoy Creek","McCr1","C","3 m","","Organic",78.7,""
"1831","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Ceratodon/Pohlia",5,""
"1832","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Organic",1,""
"1833","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Rock",1,""
"1834","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Coarse Woody Debris",0.1,""
"1835","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Fine Woody Debris",1,""
"1836","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Litter",12,""
"1837","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Marchantia polymorpha",0.1,""
"1838","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Polytrichum",79.8,""
"1839","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Mushroom",0.1,""
"1840","2024-07-29","McCoy Creek","McCr2","B","3 m","","Fine Woody Debris",1,""
"1841","2024-07-29","McCoy Creek","McCr2","B","3 m","","Coarse Woody Debris",4,""
"1842","2024-07-29","McCoy Creek","McCr2","B","3 m","","Ceratodon purpureus",5,""
"1843","2024-07-29","McCoy Creek","McCr2","B","3 m","","Litter",1,""
"1844","2024-07-29","McCoy Creek","McCr2","B","3 m","","Marchantia polymorpha",20,""
"1845","2024-07-29","McCoy Creek","McCr2","B","3 m","","Polytrichum",0.1,""
"1846","2024-07-29","McCoy Creek","McCr2","B","3 m","","Organic",68.9,""
"1847","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Crustose Lichen",0.1,""
"1848","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Pleurozium",1,""
"1849","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Polytrichum",0.1,""
"1850","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Ceratodon/Pohlia",1,""
"1851","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Fine Woody Debris",4,""
"1852","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Coarse Woody Debris",4,""
"1853","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Sphagnum",25,""
"1854","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Organic",4,""
"1855","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Dead Sphagnum",5,""
"1856","2024-07-16","Shovel Creek","ShCr4","A","3 m","","Litter",56,""
"1857","2024-07-23","Hess Creek","HeCr6","A","3 m","","Merchantia",1,""
"1858","2024-07-23","Hess Creek","HeCr6","A","3 m","","Coarse Woody Debris",2,""
"1859","2024-07-23","Hess Creek","HeCr6","A","3 m","","Fine Woody Debris",3,""
"1860","2024-07-23","Hess Creek","HeCr6","A","3 m","","Polytrichum",0.1,""
"1861","2024-07-23","Hess Creek","HeCr6","A","3 m","","Organic",26,""
"1862","2024-07-23","Hess Creek","HeCr6","A","3 m","","Ceratodon purpureus",33,""
"1863","2024-07-23","Hess Creek","HeCr6","A","3 m","","Litter",34.9,""
"1864","2024-07-29","McCoy Creek","McCr6","A","3 m","","Burned Lichen",0.1,""
"1865","2024-07-29","McCoy Creek","McCr6","A","3 m","","Burned Moss",2,""
"1866","2024-07-29","McCoy Creek","McCr6","A","3 m","","Aulocomnium",1,""
"1867","2024-07-29","McCoy Creek","McCr6","A","3 m","","Sphagnum",1,""
"1868","2024-07-29","McCoy Creek","McCr6","A","3 m","","Fine Woody Debris",3,""
"1869","2024-07-29","McCoy Creek","McCr6","A","3 m","","Coarse Woody Debris",0.1,""
"1870","2024-07-29","McCoy Creek","McCr6","A","3 m","","Ceratodon purpureus",1,""
"1871","2024-07-29","McCoy Creek","McCr6","A","3 m","","Litter",8,""
"1872","2024-07-29","McCoy Creek","McCr6","A","3 m","","Organic",83.8,""
"1873","2024-07-15","Lost Horse","LoHo1","C","9 m","","Coarse Woody Debris",6,""
"1874","2024-07-15","Lost Horse","LoHo1","C","9 m","","Burned Lichen",4,""
"1875","2024-07-15","Lost Horse","LoHo1","C","9 m","","Burned Moss",9,""
"1876","2024-07-15","Lost Horse","LoHo1","C","9 m","","Organic",81,""
"1877","2024-07-29","McCoy Creek","McCr6","C","3 m","","Mushroom",0.1,""
"1878","2024-07-29","McCoy Creek","McCr6","C","3 m","","Ceratodon purpureus",5,""
"1879","2024-07-29","McCoy Creek","McCr6","C","3 m","","Coarse Woody Debris",9,""
"1880","2024-07-29","McCoy Creek","McCr6","C","3 m","","Fine Woody Debris",6,""
"1881","2024-07-29","McCoy Creek","McCr6","C","3 m","","Standing water",1,""
"1882","2024-07-29","McCoy Creek","McCr6","C","3 m","","Marchantia polymorpha",13,""
"1883","2024-07-29","McCoy Creek","McCr6","C","3 m","","Organic",27,""
"1884","2024-07-29","McCoy Creek","McCr6","C","3 m","","Litter",38.8,""
"1885","2024-07-29","McCoy Creek","McCr6","C","3 m","","Polytrichum",0.1,""
"1886","2024-08-01","Munson Creek","MuCr1","C","9 m","Added extra quadrat to capture seedlings. Did not collect data for anything other than seedlings. ",NA,NA,NA
"1887","2024-07-25","Haystack","Hays5","A","3 m","","Coarse Woody Debris",7,""
"1888","2024-07-25","Haystack","Hays5","A","3 m","","Fine Woody Debris",5,""
"1889","2024-07-25","Haystack","Hays5","A","3 m","","Burned Lichen",3,""
"1890","2024-07-25","Haystack","Hays5","A","3 m","","Moose Scat",0.1,""
"1891","2024-07-25","Haystack","Hays5","A","3 m","","Organic",2,""
"1892","2024-07-25","Haystack","Hays5","A","3 m","","Litter",3,""
"1893","2024-07-25","Haystack","Hays5","A","3 m","","Burned Moss",79.9,""
"1894","2024-07-28","McCoy Creek","McCr4","A","3 m","","Marchantia polymorpha",5,""
"1895","2024-07-28","McCoy Creek","McCr4","A","3 m","","Burned Moss",5,""
"1896","2024-07-28","McCoy Creek","McCr4","A","3 m","","Litter",7,""
"1897","2024-07-28","McCoy Creek","McCr4","A","3 m","","Coarse Woody Debris",1,""
"1898","2024-07-28","McCoy Creek","McCr4","A","3 m","","Fine Woody Debris",4,""
"1899","2024-07-28","McCoy Creek","McCr4","A","3 m","","Ceratodon purpureus",7,""
"1900","2024-07-28","McCoy Creek","McCr4","A","3 m","","Organic",70.9,""
"1901","2024-07-28","McCoy Creek","McCr4","A","3 m","","Polytrichum",0.1,""
"1902","2024-07-18","Lost Horse","LoHo6","A","6 m","","Coarse Woody Debris",4,""
"1903","2024-07-18","Lost Horse","LoHo6","A","6 m","","Fine Woody Debris",2,""
"1904","2024-07-18","Lost Horse","LoHo6","A","6 m","","Ceratodon/Pohlia",1,""
"1905","2024-07-18","Lost Horse","LoHo6","A","6 m","","Burned Moss",0.1,""
"1906","2024-07-18","Lost Horse","LoHo6","A","6 m","","Litter",3,""
"1907","2024-07-18","Lost Horse","LoHo6","A","6 m","","Organic",89.9,""
"1908","2024-08-04","Munson Creek","MuCr5","C","6 m","","Burned Lichen",2,""
"1909","2024-08-04","Munson Creek","MuCr5","C","6 m","","Litter",6,""
"1910","2024-08-04","Munson Creek","MuCr5","C","6 m","","Ceratodon purpureus",1,""
"1911","2024-08-04","Munson Creek","MuCr5","C","6 m","","Fine Woody Debris",1,""
"1912","2024-08-04","Munson Creek","MuCr5","C","6 m","","Coarse Woody Debris",3,""
"1913","2024-08-04","Munson Creek","MuCr5","C","6 m","","Burned Moss",24,""
"1914","2024-08-04","Munson Creek","MuCr5","C","6 m","","Organic",63,""
"1915","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Coarse Woody Debris",25,""
"1916","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Organic",1,""
"1917","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Mineral ",0.1,""
"1918","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Grass Litter",1,""
"1919","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Fine Woody Debris",0.1,""
"1920","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Litter",0.1,""
"1921","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Liverwort",1,""
"1922","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Ceratodon purpureus",15,""
"1923","2024-07-16","Shovel Creek","ShCr2","B","6 m","","Polytrichum",56.7,""
"1924","2024-08-06","Dry Creek","DrCr6","B","3 m","","Polytrichum",4,""
"1925","2024-08-06","Dry Creek","DrCr6","B","3 m","","Coarse Woody Debris",4,""
"1926","2024-08-06","Dry Creek","DrCr6","B","3 m","","Burned Lichen",1,""
"1927","2024-08-06","Dry Creek","DrCr6","B","3 m","","Litter",5,""
"1928","2024-08-06","Dry Creek","DrCr6","B","3 m","","Fine Woody Debris",1,""
"1929","2024-08-06","Dry Creek","DrCr6","B","3 m","","Organic",7,""
"1930","2024-08-06","Dry Creek","DrCr6","B","3 m","","Burned Moss",78,""
"1931","2024-07-25","Haystack","Hays4","A","3 m","","Polytrichum",1,""
"1932","2024-07-25","Haystack","Hays4","A","3 m","","Fine Woody Debris",5,""
"1933","2024-07-25","Haystack","Hays4","A","3 m","","Coarse Woody Debris",1,""
"1934","2024-07-25","Haystack","Hays4","A","3 m","","Burned Lichen",1,""
"1935","2024-07-25","Haystack","Hays4","A","3 m","","Litter",6,""
"1936","2024-07-25","Haystack","Hays4","A","3 m","","Grass Litter",15,""
"1937","2024-07-25","Haystack","Hays4","A","3 m","","Burned Moss",70.9,""
"1938","2024-07-25","Haystack","Hays4","A","3 m","","Organic",0.1,""
"1939","2024-07-22","Hess Creek","HeCr3","A","3 m","","Polytrichum",3,""
"1940","2024-07-22","Hess Creek","HeCr3","A","3 m","","Coarse Woody Debris",3,""
"1941","2024-07-22","Hess Creek","HeCr3","A","3 m","","Fine Woody Debris",0.1,""
"1942","2024-07-22","Hess Creek","HeCr3","A","3 m","","Litter",8,""
"1943","2024-07-22","Hess Creek","HeCr3","A","3 m","","Organic",25,""
"1944","2024-07-22","Hess Creek","HeCr3","A","3 m","","Liverwort",5,""
"1945","2024-07-22","Hess Creek","HeCr3","A","3 m","","Dead lichen ",2,""
"1946","2024-07-22","Hess Creek","HeCr3","A","3 m","","Mushroom",0.1,""
"1947","2024-07-22","Hess Creek","HeCr3","A","3 m","","Ceratodon/Pohlia",48.8,""
"1948","2024-07-22","Hess Creek","HeCr3","A","3 m","","Grass Litter",5,""
"1949","2024-07-14","Haystack","Hays1","A","6 m","","Coarse Woody Debris",3,""
"1950","2024-07-14","Haystack","Hays1","A","6 m","","Fine Woody Debris",2,""
