"","date","fire_scar","site","plot","location","site_notes","plant_species","plant_species_cover","veg_cover_notes"
"1431","2024-08-04","Munson Creek","MuCr4","B","6 m","","Fine Woody Debris",3,""
"1432","2024-08-04","Munson Creek","MuCr4","B","6 m","","Salix spp",70,""
"1433","2024-08-04","Munson Creek","MuCr4","B","6 m","","Vaccinium vitis-idaea",0.1,""
"1434","2024-08-04","Munson Creek","MuCr4","B","6 m","","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"1435","2024-08-05","Dry Creek","DrCr3","B","3 m","","Betula nana",6,""
"1436","2024-08-05","Dry Creek","DrCr3","B","3 m","","Salix spp",5,""
"1437","2024-08-05","Dry Creek","DrCr3","B","3 m","","Vaccinium vitis-idaea",3,""
"1438","2024-08-05","Dry Creek","DrCr3","B","3 m","","Chamaedaphne calyculata",2,""
"1439","2024-08-05","Dry Creek","DrCr3","B","3 m","","Vaccinium uliginosum",8,""
"1440","2024-08-05","Dry Creek","DrCr3","B","3 m","","Coarse woody debris",0.1,""
"1441","2024-08-05","Dry Creek","DrCr3","B","3 m","","Fine Woody Debris",0.1,""
"1442","2024-08-05","Dry Creek","DrCr3","B","3 m","","Calamagrostis canadensis",7,""
"1443","2024-08-05","Dry Creek","DrCr3","B","3 m","","Grass litter",1,""
"1444","2024-08-05","Dry Creek","DrCr3","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",21,""
"1445","2024-08-05","Dry Creek","DrCr3","B","3 m","","Eriophorum vaginatum",12,""
"1446","2024-08-05","Dry Creek","DrCr3","B","3 m","","Picea mariana",0.1,""
"1447","2024-07-25","Haystack","Hays4","A","8","",NA,NA,NA
"1448","2024-07-15","Lost Horse","LoHo3","A","9 m","","Salix spp",3,""
"1449","2024-07-15","Lost Horse","LoHo3","A","9 m","","Calamagrostis canadensis",0.1,""
"1450","2024-07-15","Lost Horse","LoHo3","A","9 m","","Coarse woody debris",20,""
"1451","2024-07-15","Lost Horse","LoHo3","A","9 m","","Fine Woody Debris",16,""
"1452","2024-07-30","Nugget Creek","NuCr1","C","3 m","","Vaccinium vitis-idaea",2,""
"1453","2024-07-30","Nugget Creek","NuCr1","C","3 m","","Epilobium angustifolium [Chamerion angustifolium]",6,""
"1454","2024-07-30","Nugget Creek","NuCr1","C","3 m","","Picea mariana",0.1,""
"1455","2024-07-30","Nugget Creek","NuCr1","C","3 m","","Betula neoalaskana",1,""
"1456","2024-07-30","Nugget Creek","NuCr1","C","3 m","","Salix spp",18,""
"1457","2024-07-30","Nugget Creek","NuCr1","C","3 m","","Coarse woody debris",17,""
"1458","2024-07-30","Nugget Creek","NuCr1","C","3 m","","Calamagrostis canadensis",0.1,""
"1459","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Epilobium angustifolium [Chamerion angustifolium]",6,""
"1460","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Equisetum sylvaticum",35,""
"1461","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Vaccinium vitis-idaea",4,""
"1462","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Vaccinium uliginosum",2,""
"1463","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"1464","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Coarse woody debris",2,""
"1465","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Fine Woody Debris",2,""
"1466","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Litter - herbaceous",0.1,""
"1467","2024-07-16","Shovel Creek","ShCr1","C","9 m","","Picea mariana",0.1,""
"1468","2024-07-18","Lost Horse","LoHo4 ","B","9 m","","Salix spp",4,""
"1469","2024-07-18","Lost Horse","LoHo4 ","B","9 m","","Calamagrostis canadensis",0.1,""
"1470","2024-07-18","Lost Horse","LoHo4 ","B","9 m","","Coarse woody debris",5,""
"1471","2024-07-18","Lost Horse","LoHo4 ","B","9 m","","Fine Woody Debris",7,""
"1472","2024-07-18","Lost Horse","LoHo4 ","B","9 m","","Vaccinium uliginosum",0.1,""
"1473","2024-08-01","Munson Creek","MuCr1","B","6 m","","Vaccinium uliginosum",3,""
"1474","2024-08-01","Munson Creek","MuCr1","B","6 m","","Rosa acicularis",12,""
"1475","2024-08-01","Munson Creek","MuCr1","B","6 m","","Vaccinium vitis-idaea",1,""
"1476","2024-08-01","Munson Creek","MuCr1","B","6 m","","Salix spp",12,""
"1477","2024-08-01","Munson Creek","MuCr1","B","6 m","","Equisetum sylvaticum",1,""
"1478","2024-08-01","Munson Creek","MuCr1","B","6 m","","Calamagrostis canadensis",5,""
"1479","2024-08-01","Munson Creek","MuCr1","B","6 m","","Carex spp",2,""
"1480","2024-08-01","Munson Creek","MuCr1","B","6 m","","Coarse woody debris",1,""
"1481","2024-08-01","Munson Creek","MuCr1","B","6 m","","Fine Woody Debris",3,""
"1482","2024-08-01","Munson Creek","MuCr1","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"1483","2024-08-01","Munson Creek","MuCr1","B","6 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",0.1,""
"1484","2024-08-01","Munson Creek","MuCr1","B","6 m","","Betula nana",1,""
"1485","2024-07-22","Hess Creek","HeCr3","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",30,""
"1486","2024-07-22","Hess Creek","HeCr3","A","6 m","","Salix spp",9,""
"1487","2024-07-22","Hess Creek","HeCr3","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",5,""
"1488","2024-07-22","Hess Creek","HeCr3","A","6 m","","Coarse woody debris",6,""
"1489","2024-07-22","Hess Creek","HeCr3","A","6 m","","Fine Woody Debris",1,""
"1490","2024-07-22","Hess Creek","HeCr3","A","6 m","","Equisetum scirpoides",1,""
"1491","2024-07-22","Hess Creek","HeCr3","A","6 m","","Equisetum arvense",7,""
"1492","2024-07-22","Hess Creek","HeCr3","A","6 m","","Calamagrostis canadensis",55,""
"1493","2024-07-22","Hess Creek","HeCr3","A","6 m","","Grass litter",10,""
"1494","2024-07-22","Hess Creek","HeCr3","A","6 m","","Vaccinium uliginosum",0.1,""
"1495","2024-07-22","Hess Creek","HeCr3","A","6 m","","Populus tremuloides",1,""
"1496","2024-07-22","Hess Creek","HeCr3","A","6 m","","Betula neoalaskana",0.1,""
"1497","2024-07-22","Hess Creek","HeCr3","A","6 m","","Rubus chamaemorus",0.1,""
"1498","2024-07-25","Haystack","Hays4","C","3 m","","Vaccinium vitis-idaea",2,""
"1499","2024-07-25","Haystack","Hays4","C","3 m","","Coarse woody debris",2,""
"1500","2024-07-25","Haystack","Hays4","C","3 m","","Fine Woody Debris",2,""
"1501","2024-07-25","Haystack","Hays4","C","3 m","","Salix spp",20,"Not rooted in"
"1502","2024-07-28","McCoy Creek","McCr5","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",12,""
"1503","2024-07-28","McCoy Creek","McCr5","A","3 m","","Rubus chamaemorus",15,""
"1504","2024-07-28","McCoy Creek","McCr5","A","3 m","","Vaccinium uliginosum",4,""
"1505","2024-07-28","McCoy Creek","McCr5","A","3 m","","Vaccinium vitis-idaea",5,""
"1506","2024-07-28","McCoy Creek","McCr5","A","3 m","","Eriophorum vaginatum",5,""
"1507","2024-07-28","McCoy Creek","McCr5","A","3 m","","Oxycoccus microcarpos [Vaccinium oxycoccos]",3,""
"1508","2024-07-28","McCoy Creek","McCr5","A","3 m","","Fine Woody Debris",0.1,""
"1509","2024-07-28","McCoy Creek","McCr5","A","3 m","","Grass litter",0.1,"Eri vag litter"
"1510","2024-08-07","McCoy Creek","McCr3","C","6 m","","Vaccinium vitis-idaea",1,""
"1511","2024-08-07","McCoy Creek","McCr3","C","6 m","","Calamagrostis canadensis",2,""
"1512","2024-08-07","McCoy Creek","McCr3","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"1513","2024-08-07","McCoy Creek","McCr3","C","6 m","","Rubus chamaemorus",10,""
"1514","2024-08-07","McCoy Creek","McCr3","C","6 m","","Vaccinium uliginosum",0.1,""
"1515","2024-08-07","McCoy Creek","McCr3","C","6 m","","Oxycoccus microcarpos [Vaccinium oxycoccos]",0.1,""
"1516","2024-08-07","McCoy Creek","McCr3","C","6 m","","Eriophorum vaginatum",4,""
"1517","2024-08-07","McCoy Creek","McCr3","C","6 m","","Equisetum sylvaticum",1,""
"1518","2024-08-07","McCoy Creek","McCr3","C","6 m","","Coarse woody debris",0.1,""
"1519","2024-07-17","Shovel Creek","ShCr5","A","9 m","","Epilobium angustifolium [Chamerion angustifolium]",50,""
"1520","2024-07-17","Shovel Creek","ShCr5","A","9 m","","Calamagrostis canadensis",3,""
"1521","2024-07-17","Shovel Creek","ShCr5","A","9 m","","Coarse woody debris",15,""
"1522","2024-07-17","Shovel Creek","ShCr5","A","9 m","","Fine Woody Debris",0.1,""
"1523","2024-07-17","Shovel Creek","ShCr5","A","9 m","","Litter - herbaceous",5,""
"1524","2024-08-05","Dry Creek","DrCr3","C","3 m","","Vaccinium uliginosum",12,""
"1525","2024-08-05","Dry Creek","DrCr3","C","3 m","","Vaccinium vitis-idaea",1,""
"1526","2024-08-05","Dry Creek","DrCr3","C","3 m","","Salix spp",30,""
"1527","2024-08-05","Dry Creek","DrCr3","C","3 m","","Betula nana",17,""
"1528","2024-08-05","Dry Creek","DrCr3","C","3 m","","Eriophorum vaginatum",18,""
"1529","2024-08-05","Dry Creek","DrCr3","C","3 m","","Calamagrostis canadensis",3,""
"1530","2024-08-05","Dry Creek","DrCr3","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",25,""
"1531","2024-08-05","Dry Creek","DrCr3","C","3 m","","Coarse woody debris",1,""
"1532","2024-08-05","Dry Creek","DrCr3","C","3 m","","Fine Woody Debris",3,""
"1533","2024-08-05","Dry Creek","DrCr3","C","3 m","","Picea mariana",0.1,""
"1534","2024-08-03","Teklanika ","Tekl1","C","3 m","","Equisetum scirpoides",0.1,""
"1535","2024-08-03","Teklanika ","Tekl1","C","3 m","","Saussurea angustifolia",2,""
"1536","2024-08-03","Teklanika ","Tekl1","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",1,""
"1537","2024-08-03","Teklanika ","Tekl1","C","3 m","","Vaccinium uliginosum",2,""
"1538","2024-08-03","Teklanika ","Tekl1","C","3 m","","Coarse woody debris",1,""
"1539","2024-08-03","Teklanika ","Tekl1","C","3 m","","Fine Woody Debris",0.1,""
"1540","2024-07-22","Hess Creek","HeCr3","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"1541","2024-07-22","Hess Creek","HeCr3","B","3 m","","Salix spp",5,""
"1542","2024-07-22","Hess Creek","HeCr3","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",17,""
"1543","2024-07-22","Hess Creek","HeCr3","B","3 m","","Coarse woody debris",9,""
"1544","2024-07-22","Hess Creek","HeCr3","B","3 m","","Fine Woody Debris",6,""
"1545","2024-07-22","Hess Creek","HeCr3","B","3 m","","Betula neoalaskana",1,""
"1546","2024-07-22","Hess Creek","HeCr3","B","3 m","","Picea mariana",1,""
"1547","2024-07-22","Hess Creek","HeCr3","B","3 m","","Rubus idaeus",0.1,""
"1548","2024-07-22","Hess Creek","HeCr3","B","3 m","","Calamagrostis canadensis",4,""
"1549","2024-07-22","Hess Creek","HeCr3","B","3 m","","Grass litter",1,""
"1550","2024-07-22","Hess Creek","HeCr3","B","3 m","","Equisetum arvense",10,""
"1551","2024-07-22","Hess Creek","HeCr3","B","3 m","","Equisetum scirpoides",2,""
"1552","2024-07-22","Hess Creek","HeCr3","B","3 m","","Solidago spp",0.1,""
"1553","2024-07-18","Lost Horse","LoHo4 ","C","6 m","","Vaccinium vitis-idaea",1,""
"1554","2024-07-18","Lost Horse","LoHo4 ","C","6 m","","Cornus canadensis",0.1,""
"1555","2024-07-18","Lost Horse","LoHo4 ","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",1,""
"1556","2024-07-18","Lost Horse","LoHo4 ","C","6 m","","Calamagrostis canadensis",0.1,""
"1557","2024-07-18","Lost Horse","LoHo4 ","C","6 m","","Vaccinium uliginosum",1,""
"1558","2024-07-18","Lost Horse","LoHo4 ","C","6 m","","Salix spp",6,""
"1559","2024-07-18","Lost Horse","LoHo4 ","C","6 m","","Coarse woody debris",2,""
"1560","2024-07-18","Lost Horse","LoHo4 ","C","6 m","","Fine Woody Debris",2,""
"1561","2024-07-14","Haystack","Hays1","B","9 m","","Betula nana",80,""
"1562","2024-07-14","Haystack","Hays1","B","9 m","","Vaccinium uliginosum",1,""
"1563","2024-07-14","Haystack","Hays1","B","9 m","","Vaccinium vitis-idaea",2,""
"1564","2024-07-14","Haystack","Hays1","B","9 m","","Calamagrostis canadensis",8,""
"1565","2024-07-14","Haystack","Hays1","B","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"1566","2024-07-14","Haystack","Hays1","B","9 m","","Coarse woody debris",4,""
"1567","2024-07-14","Haystack","Hays1","B","9 m","","Fine Woody Debris",4,""
"1568","2024-07-14","Haystack","Hays1","B","9 m","","SDG",0.1,""
"1569","2024-08-02","Teklanika ","Tekl5","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",1,""
"1570","2024-08-02","Teklanika ","Tekl5","C","3 m","","Vaccinium uliginosum",0.1,""
"1571","2024-08-02","Teklanika ","Tekl5","C","3 m","","Vaccinium vitis-idaea",1,""
"1572","2024-08-02","Teklanika ","Tekl5","C","3 m","","Equisetum palustre",4,""
"1573","2024-08-02","Teklanika ","Tekl5","C","3 m","","Coarse woody debris",1,""
"1574","2024-08-02","Teklanika ","Tekl5","C","3 m","","Fine Woody Debris",0.1,""
"1575","2024-08-02","Teklanika ","Tekl5","C","3 m","","Stellaria longipes",1,""
"1576","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Epilobium angustifolium [Chamerion angustifolium]",15,""
"1577","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",8,""
"1578","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Polygonum alpinum",5,""
"1579","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Betula neoalaskana",3,""
"1580","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Rubus chamaemorus",1,""
"1581","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Salix spp",0.1,""
"1582","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Populus tremuloides",1,""
"1583","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Picea mariana",0.1,""
"1584","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Vaccinium vitis-idaea",0.1,""
"1585","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Calamagrostis canadensis",1,""
"1586","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Equisetum sylvaticum",95,""
"1587","2024-07-16","Shovel Creek","ShCr4","C","3 m","","Fine Woody Debris",0.1,""
"1588","2024-07-18","Lost Horse","LoHo6","C","9 m","","Vaccinium vitis-idaea",0.1,""
"1589","2024-07-18","Lost Horse","LoHo6","C","9 m","","Coarse woody debris",22,""
"1590","2024-07-18","Lost Horse","LoHo6","C","9 m","","Fine Woody Debris",16,""
"1591","2024-08-06","Dry Creek","DrCr6","C","3 m","","Picea mariana",0.1,""
"1592","2024-08-06","Dry Creek","DrCr6","C","3 m","","Betula neoalaskana",0.1,""
"1593","2024-08-06","Dry Creek","DrCr6","C","3 m","","Coarse woody debris",1,""
"1594","2024-08-06","Dry Creek","DrCr6","C","3 m","","Vaccinium vitis-idaea",1,""
"1595","2024-08-06","Dry Creek","DrCr6","C","3 m","","Calamagrostis canadensis",3,""
"1596","2024-08-06","Dry Creek","DrCr6","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",8,""
"1597","2024-08-06","Dry Creek","DrCr6","C","3 m","","Vaccinium uliginosum",0.1,""
"1598","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Vaccinium uliginosum",0.1,""
"1599","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Equisetum sylvaticum",9,""
"1600","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",9,""
"1601","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Vaccinium vitis-idaea",7,""
"1602","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Picea mariana",0.1,""
"1603","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Rubus chamaemorus",16,""
"1604","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Carex spp",3,""
"1605","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Coarse woody debris",0.1,""
"1606","2024-07-30","Nugget Creek","NuCr2","A","3 m","","Fine Woody Debris",0.1,""
"1607","2024-07-18","Lost Horse","LoHo5","C","3 m","","Vaccinium uliginosum",1,""
"1608","2024-07-18","Lost Horse","LoHo5","C","3 m","","Vaccinium vitis-idaea",0.1,""
"1609","2024-07-18","Lost Horse","LoHo5","C","3 m","","Coarse woody debris",3,""
"1610","2024-07-18","Lost Horse","LoHo5","C","3 m","","Fine Woody Debris",1,""
"1611","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"1612","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Cornus canadensis",1,""
"1613","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Vaccinium uliginosum",2,""
"1614","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Vaccinium vitis-idaea",1,""
"1615","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Betula nana",17,""
"1616","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Calamagrostis canadensis",6,""
"1617","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Litter - herbaceous",7,""
"1618","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Fine Woody Debris",2,""
"1619","2024-07-17","Shovel Creek","ShCr6","A","6 m","","Coarse woody debris",0.1,""
"1620","2024-07-23","Hess Creek","HeCr6","B","3 m","","Arctostaphylos rubra [Arctous rubra]",2,""
"1621","2024-07-23","Hess Creek","HeCr6","B","3 m","","Calamagrostis canadensis",2,""
"1622","2024-07-23","Hess Creek","HeCr6","B","3 m","","Potentilla fruticose [Dasiphora fruticosa]",1,""
"1623","2024-07-23","Hess Creek","HeCr6","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"1624","2024-07-23","Hess Creek","HeCr6","B","3 m","","Vaccinium uliginosum",3,""
"1625","2024-07-23","Hess Creek","HeCr6","B","3 m","","Carex spp",0.1,""
"1626","2024-07-23","Hess Creek","HeCr6","B","3 m","","Rubus chamaemorus",0.1,""
"1627","2024-07-23","Hess Creek","HeCr6","B","3 m","","Vaccinium vitis-idaea",0.1,""
"1628","2024-07-23","Hess Creek","HeCr6","B","3 m","","Picea mariana",1,""
"1629","2024-07-23","Hess Creek","HeCr6","B","3 m","","Salix spp",0.1,""
"1630","2024-07-23","Hess Creek","HeCr6","B","3 m","","Coarse woody debris",0.1,""
"1631","2024-07-23","Hess Creek","HeCr6","B","3 m","","Fine Woody Debris",0.1,""
"1632","2024-07-23","Hess Creek","HeCr6","B","3 m","","Eriophorum vaginatum",1,""
"1633","2024-07-23","Hess Creek","HeCr6","B","3 m","","Equisetum arvense",3,""
"1634","2024-07-23","Hess Creek","HeCr6","B","3 m","","Equisetum scirpoides",7,""
"1635","2024-07-23","Hess Creek","HeCr6","B","3 m","","Litter - herbaceous",1,""
"1636","2024-07-23","Hess Creek","HeCr6","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"1637","2024-07-23","Hess Creek","HeCr6","B","3 m","","Polygonum alpinum",0.1,""
"1638","2024-07-22","Hess Creek","HeCr2","A","9 m","","Vaccinium vitis-idaea",6,""
"1639","2024-07-22","Hess Creek","HeCr2","A","9 m","","Epilobium angustifolium [Chamerion angustifolium]",8,""
"1640","2024-07-22","Hess Creek","HeCr2","A","9 m","","Rubus idaeus",2,""
"1641","2024-07-22","Hess Creek","HeCr2","A","9 m","","Calamagrostis canadensis",3,""
"1642","2024-07-22","Hess Creek","HeCr2","A","9 m","","Grass litter",0.1,""
"1643","2024-07-22","Hess Creek","HeCr2","A","9 m","","Coarse woody debris",3,""
"1644","2024-07-30","Nugget Creek","NuCr1","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",3,""
"1645","2024-07-30","Nugget Creek","NuCr1","C","6 m","","Betula neoalaskana",0.1,""
"1646","2024-07-30","Nugget Creek","NuCr1","C","6 m","","Picea mariana",1,""
"1647","2024-07-30","Nugget Creek","NuCr1","C","6 m","","Coarse woody debris",22,""
"1648","2024-07-30","Nugget Creek","NuCr1","C","6 m","","Fine Woody Debris",27,""
"1649","2024-07-30","Nugget Creek","NuCr1","C","6 m","","Calamagrostis canadensis",1,""
"1650","2024-07-30","Nugget Creek","NuCr1","C","6 m","","Salix spp",7,"Not rooted in plot"
"1651","2024-07-28","McCoy Creek","McCr1","B","6 m","","Eriophorum vaginatum",7,""
"1652","2024-07-28","McCoy Creek","McCr1","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"1653","2024-07-28","McCoy Creek","McCr1","B","6 m","","Rubus chamaemorus",7,""
"1654","2024-07-28","McCoy Creek","McCr1","B","6 m","","Picea mariana",0.1,""
"1655","2024-07-28","McCoy Creek","McCr1","B","6 m","","Coarse woody debris",1,""
"1656","2024-07-28","McCoy Creek","McCr1","B","6 m","","Fine Woody Debris",0.1,""
"1657","2024-07-28","McCoy Creek","McCr1","B","6 m","","Vaccinium vitis-idaea",1,""
"1658","2024-07-28","McCoy Creek","McCr1","B","6 m","","Vaccinium uliginosum",1,""
"1659","2024-07-28","McCoy Creek","McCr1","B","6 m","","Betula nana",0.1,""
"1660","2024-08-06","Dry Creek","DrCr5","A","3 m","","Vaccinium vitis-idaea",0.1,""
"1661","2024-08-06","Dry Creek","DrCr5","A","3 m","","Epilobium angustifolium [Chamerion angustifolium]",5,""
"1662","2024-08-06","Dry Creek","DrCr5","A","3 m","","Equisetum arvense",13,""
"1663","2024-08-06","Dry Creek","DrCr5","A","3 m","","Salix spp",14,""
"1664","2024-08-06","Dry Creek","DrCr5","A","3 m","","Coarse woody debris",7,""
"1665","2024-08-06","Dry Creek","DrCr5","A","3 m","","Equisetum scirpoides",0.1,""
"1666","2024-08-06","Dry Creek","DrCr5","A","3 m","","Silene spp",1,""
"1667","2024-08-06","Dry Creek","DrCr5","A","3 m","","Picea mariana",0.1,""
"1668","2024-08-03","Teklanika ","Tekl1","C","6 m","","Equisetum scirpoides",0.1,""
"1669","2024-08-03","Teklanika ","Tekl1","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"1670","2024-08-03","Teklanika ","Tekl1","C","6 m","","Saussurea angustifolia",2,""
"1671","2024-08-03","Teklanika ","Tekl1","C","6 m","","Calamagrostis canadensis",2,""
"1672","2024-08-03","Teklanika ","Tekl1","C","6 m","","Vaccinium uliginosum",1,""
"1673","2024-08-03","Teklanika ","Tekl1","C","6 m","","Salix spp",0.1,""
"1674","2024-08-03","Teklanika ","Tekl1","C","6 m","","Coarse woody debris",1,""
"1675","2024-08-03","Teklanika ","Tekl1","C","6 m","","Vaccinium vitis-idaea",0.1,""
"1676","2024-07-22","Hess Creek","HeCr1","B","9 m","","Epilobium angustifolium [Chamerion angustifolium]",3,""
"1677","2024-07-22","Hess Creek","HeCr1","B","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"1678","2024-07-22","Hess Creek","HeCr1","B","9 m","","Rosa acicularis",3,""
"1679","2024-07-22","Hess Creek","HeCr1","B","9 m","","Alnus viridis",4,""
"1680","2024-07-22","Hess Creek","HeCr1","B","9 m","","Coarse woody debris",8,""
"1681","2024-07-22","Hess Creek","HeCr1","B","9 m","","Fine Woody Debris",6,""
"1682","2024-07-22","Hess Creek","HeCr1","B","9 m","","Calamagrostis canadensis",5,""
"1683","2024-07-22","Hess Creek","HeCr1","B","9 m","","Grass litter",4,""
"1684","2024-07-22","Hess Creek","HeCr1","B","9 m","","Picea mariana",0.1,""
"1685","2024-07-22","Hess Creek","HeCr1","B","9 m","","Unknown grass 1",0.1,""
"1686","2024-07-22","Hess Creek","HeCr1","B","9 m","","Rubus idaeus",45,""
"1687","2024-07-23","Hess Creek","HeCr4","C","9 m","","Calamagrostis canadensis",20,""
"1688","2024-07-23","Hess Creek","HeCr4","C","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",12,""
"1689","2024-07-23","Hess Creek","HeCr4","C","9 m","","Equisetum arvense",4,""
"1690","2024-07-23","Hess Creek","HeCr4","C","9 m","","Arctostaphylos rubra [Arctous rubra]",8,""
"1691","2024-07-23","Hess Creek","HeCr4","C","9 m","","Vaccinium uliginosum",1,""
"1692","2024-07-23","Hess Creek","HeCr4","C","9 m","","Vaccinium vitis-idaea",2,""
"1693","2024-07-23","Hess Creek","HeCr4","C","9 m","","Rubus chamaemorus",8,""
"1694","2024-07-23","Hess Creek","HeCr4","C","9 m","","Picea mariana",1,""
"1695","2024-07-23","Hess Creek","HeCr4","C","9 m","","Populus tremuloides",0.1,""
"1696","2024-07-23","Hess Creek","HeCr4","C","9 m","","Betula neoalaskana",0.1,""
"1697","2024-07-23","Hess Creek","HeCr4","C","9 m","","Salix spp",1,""
"1698","2024-07-23","Hess Creek","HeCr4","C","9 m","","Litter - herbaceous",15,""
"1699","2024-07-23","Hess Creek","HeCr4","C","9 m","","Coarse woody debris",1,""
"1700","2024-07-23","Hess Creek","HeCr4","C","9 m","","Fine Woody Debris",2,""
"1701","2024-08-01","Munson Creek","MuCr2","B","6 m","","Coarse woody debris",1,""
"1702","2024-08-01","Munson Creek","MuCr2","B","6 m","","Fine Woody Debris",0.1,""
"1703","2024-08-01","Munson Creek","MuCr2","B","6 m","","Vaccinium uliginosum",0.1,""
"1704","2024-08-01","Munson Creek","MuCr2","B","6 m","","Vaccinium vitis-idaea",11,""
"1705","2024-08-01","Munson Creek","MuCr2","B","6 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",1,""
"1706","2024-08-01","Munson Creek","MuCr2","B","6 m","","Picea mariana",0.02,""
"1707","2024-07-14","Haystack","Hays2","A","9 m","","Vaccinium vitis-idaea",0.1,""
"1708","2024-07-14","Haystack","Hays2","A","9 m","","Vaccinium uliginosum",1,""
"1709","2024-07-14","Haystack","Hays2","A","9 m","","Cornus canadensis",0.1,""
"1710","2024-07-14","Haystack","Hays2","A","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",12,""
"1711","2024-07-14","Haystack","Hays2","A","9 m","","Calamagrostis canadensis",1,""
"1712","2024-07-14","Haystack","Hays2","A","9 m","","Coarse woody debris",1,""
"1713","2024-07-14","Haystack","Hays2","A","9 m","","Fine Woody Debris",0.1,""
"1714","2024-07-14","Haystack","Hays2","A","9 m","","Epilobium angustifolium [Chamerion angustifolium]",0.11,""
"1715","2024-07-23","Hess Creek","HeCr5","B","9 m","","Coarse woody debris",8,""
"1716","2024-07-23","Hess Creek","HeCr5","B","9 m","","Fine Woody Debris",4,""
"1717","2024-07-23","Hess Creek","HeCr5","B","9 m","","Epilobium angustifolium [Chamerion angustifolium]",6,""
"1718","2024-07-23","Hess Creek","HeCr5","B","9 m","","Betula nana",0.1,""
