"","fulcrum_parent_id","date","fire_scar","site","plot","location","location_other","site_notes","plant_species","plant_species_other","plant_species_cover","veg_cover_notes","photos"
"1416","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Fine Woody Debris","",4,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1417","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",3,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1418","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Vaccinium vitis-idaea","",1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1419","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Ledum palustre subsp. decumbens [Rhododendron tomentosum]","",1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1420","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Rubus chamaemorus","",0.1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1421","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Vaccinium uliginosum","",0.1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1422","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Salix spp","",0.1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1423","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Petasites frigidus","",1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1424","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Equisetum scirpoides","",0.1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1425","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Picea mariana","",0.1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1426","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Equisetum arvense","",4,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1427","77bec35e-0682-49ef-988f-70027a20ea08","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,"","Rubus chamaemorus","",0.1,"","95f0a775-ff7c-4cd7-921f-a4f71c35b995"
"1428","785be9f7-6542-4958-83e9-9df0e962dca7","2024-08-04","Munson Creek","MuCr4","B","6 m",NA,"","Calamagrostis canadensis","",15,"","0201d3d6-8c55-408d-a22e-cacf86eddae4"
"1429","785be9f7-6542-4958-83e9-9df0e962dca7","2024-08-04","Munson Creek","MuCr4","B","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",1,"","0201d3d6-8c55-408d-a22e-cacf86eddae4"
"1430","785be9f7-6542-4958-83e9-9df0e962dca7","2024-08-04","Munson Creek","MuCr4","B","6 m",NA,"","Coarse woody debris","",10,"","0201d3d6-8c55-408d-a22e-cacf86eddae4"
"1431","785be9f7-6542-4958-83e9-9df0e962dca7","2024-08-04","Munson Creek","MuCr4","B","6 m",NA,"","Fine Woody Debris","",3,"","0201d3d6-8c55-408d-a22e-cacf86eddae4"
"1432","785be9f7-6542-4958-83e9-9df0e962dca7","2024-08-04","Munson Creek","MuCr4","B","6 m",NA,"","Salix spp","",70,"","0201d3d6-8c55-408d-a22e-cacf86eddae4"
"1433","785be9f7-6542-4958-83e9-9df0e962dca7","2024-08-04","Munson Creek","MuCr4","B","6 m",NA,"","Vaccinium vitis-idaea","",0.1,"","0201d3d6-8c55-408d-a22e-cacf86eddae4"
"1434","785be9f7-6542-4958-83e9-9df0e962dca7","2024-08-04","Munson Creek","MuCr4","B","6 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",0.1,"","0201d3d6-8c55-408d-a22e-cacf86eddae4"
"1435","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Betula nana","",6,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1436","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Salix spp","",5,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1437","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Vaccinium vitis-idaea","",3,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1438","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Chamaedaphne calyculata","",2,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1439","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Vaccinium uliginosum","",8,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1440","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Coarse woody debris","",0.1,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1441","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Fine Woody Debris","",0.1,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1442","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Calamagrostis canadensis","",7,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1443","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","","Grass litter",1,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1444","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",21,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1445","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Eriophorum vaginatum","",12,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1446","78e3aab7-2cb7-48d9-939b-ad09c42b2539","2024-08-05","Dry Creek","DrCr3","B","3 m",NA,"","Picea mariana","",0.1,"","d511498a-7ea8-4c10-8389-b07a1ec96d7d"
"1447","7994c147-910b-4426-8114-12cb39add6ed","2024-07-25","Haystack","HAYS4","A","",8,"",NA,NA,NA,NA,"b3c697ea-fe98-44fa-96d6-d0b92f7e80f1"
"1448","7a27ccb3-8c98-49b2-a2a0-f5a4f3df9ca7","2024-07-15","Lost Horse","LoHo3","A","9 m",NA,"","Salix spp","",3,"","b6f4d108-fcde-492e-a848-7213cea63d2d"
"1449","7a27ccb3-8c98-49b2-a2a0-f5a4f3df9ca7","2024-07-15","Lost Horse","LoHo3","A","9 m",NA,"","Calamagrostis canadensis","",0.1,"","b6f4d108-fcde-492e-a848-7213cea63d2d"
"1450","7a27ccb3-8c98-49b2-a2a0-f5a4f3df9ca7","2024-07-15","Lost Horse","LoHo3","A","9 m",NA,"","Coarse woody debris","",20,"","b6f4d108-fcde-492e-a848-7213cea63d2d"
"1451","7a27ccb3-8c98-49b2-a2a0-f5a4f3df9ca7","2024-07-15","Lost Horse","LoHo3","A","9 m",NA,"","Fine Woody Debris","",16,"","b6f4d108-fcde-492e-a848-7213cea63d2d"
"1452","7afada16-78c6-4296-ac69-1eca6406a2a0","2024-07-30","Nugget Creek","NuCr1","C","3 m",NA,"","Vaccinium vitis-idaea","",2,"","618417b6-a590-4878-b6ca-0863aeafac20"
"1453","7afada16-78c6-4296-ac69-1eca6406a2a0","2024-07-30","Nugget Creek","NuCr1","C","3 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",6,"","618417b6-a590-4878-b6ca-0863aeafac20"
"1454","7afada16-78c6-4296-ac69-1eca6406a2a0","2024-07-30","Nugget Creek","NuCr1","C","3 m",NA,"","Picea mariana","",0.1,"","618417b6-a590-4878-b6ca-0863aeafac20"
"1455","7afada16-78c6-4296-ac69-1eca6406a2a0","2024-07-30","Nugget Creek","NuCr1","C","3 m",NA,"","Betula neoalaskana","",1,"","618417b6-a590-4878-b6ca-0863aeafac20"
"1456","7afada16-78c6-4296-ac69-1eca6406a2a0","2024-07-30","Nugget Creek","NuCr1","C","3 m",NA,"","Salix spp","",18,"","618417b6-a590-4878-b6ca-0863aeafac20"
"1457","7afada16-78c6-4296-ac69-1eca6406a2a0","2024-07-30","Nugget Creek","NuCr1","C","3 m",NA,"","Coarse woody debris","",17,"","618417b6-a590-4878-b6ca-0863aeafac20"
"1458","7afada16-78c6-4296-ac69-1eca6406a2a0","2024-07-30","Nugget Creek","NuCr1","C","3 m",NA,"","Calamagrostis canadensis","",0.1,"","618417b6-a590-4878-b6ca-0863aeafac20"
"1459","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",6,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1460","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Equisetum sylvaticum","",35,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1461","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Vaccinium vitis-idaea","",4,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1462","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Vaccinium uliginosum","",2,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1463","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",2,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1464","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Coarse woody debris","",2,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1465","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Fine Woody Debris","",2,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1466","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Litter - herbaceous","",0.1,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1467","7b57ce8b-4319-4a5f-a492-266695b3b169","2024-07-16","Shovel creek","ShCr1","C","9 m",NA,"","Picea mariana","",0.1,"","b3c68552-b3e9-40cf-bf90-afa603f804ec"
"1468","7b7b1650-e921-47a5-bbe6-1b2daee52fd6","2024-07-18","Lost Horse","LoHo4 ","B","9 m",NA,"","Salix spp","",4,"","faa180ad-b0e2-4da1-91ff-729929374d48"
"1469","7b7b1650-e921-47a5-bbe6-1b2daee52fd6","2024-07-18","Lost Horse","LoHo4 ","B","9 m",NA,"","Calamagrostis canadensis","",0.1,"","faa180ad-b0e2-4da1-91ff-729929374d48"
"1470","7b7b1650-e921-47a5-bbe6-1b2daee52fd6","2024-07-18","Lost Horse","LoHo4 ","B","9 m",NA,"","Coarse woody debris","",5,"","faa180ad-b0e2-4da1-91ff-729929374d48"
"1471","7b7b1650-e921-47a5-bbe6-1b2daee52fd6","2024-07-18","Lost Horse","LoHo4 ","B","9 m",NA,"","Fine Woody Debris","",7,"","faa180ad-b0e2-4da1-91ff-729929374d48"
"1472","7b7b1650-e921-47a5-bbe6-1b2daee52fd6","2024-07-18","Lost Horse","LoHo4 ","B","9 m",NA,"","Vaccinium uliginosum","",0.1,"","faa180ad-b0e2-4da1-91ff-729929374d48"
"1473","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Vaccinium uliginosum","",3,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1474","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Rosa acicularis","",12,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1475","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Vaccinium vitis-idaea","",1,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1476","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Salix spp","",12,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1477","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Equisetum sylvaticum","",1,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1478","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Calamagrostis canadensis","",5,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1479","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Carex spp","",2,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1480","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Coarse woody debris","",1,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1481","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Fine Woody Debris","",3,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1482","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",2,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1483","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Ledum palustre subsp. decumbens [Rhododendron tomentosum]","",0.1,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1484","7ba6e70d-d232-46a5-b3c8-2a4e135e5021","2024-08-01","Munson Creek","MuCr1","B","6 m",NA,"","Betula nana","",1,"","f167ba1c-a29a-4f7d-ada5-dc71a26ceb19"
"1485","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",30,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1486","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Salix spp","",9,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1487","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",5,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1488","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Coarse woody debris","",6,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1489","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Fine Woody Debris","",1,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1490","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Equisetum scirpoides","",1,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1491","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Equisetum arvense","",7,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1492","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Calamagrostis canadensis","",55,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1493","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","","Grass litter",10,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1494","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Vaccinium uliginosum","",0.1,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1495","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Populus tremuloides","",1,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1496","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Betula neoalaskana","",0.1,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1497","7c3c92c3-13d3-462a-a956-bae826176929","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,"","Rubus chamaemorus","",0.1,"","3f042f4d-3f2c-43b5-90b1-c837ea477d72"
"1498","7ccb9bba-0ae2-4c57-8f7a-839fd06c9629","2024-07-25","Haystack","HAYS4","C","3 m",NA,"","Vaccinium vitis-idaea","",2,"","d2ff024b-7b01-44b4-95f8-36fb42678241"
"1499","7ccb9bba-0ae2-4c57-8f7a-839fd06c9629","2024-07-25","Haystack","HAYS4","C","3 m",NA,"","Coarse woody debris","",2,"","d2ff024b-7b01-44b4-95f8-36fb42678241"
"1500","7ccb9bba-0ae2-4c57-8f7a-839fd06c9629","2024-07-25","Haystack","HAYS4","C","3 m",NA,"","Fine Woody Debris","",2,"","d2ff024b-7b01-44b4-95f8-36fb42678241"
"1501","7ccb9bba-0ae2-4c57-8f7a-839fd06c9629","2024-07-25","Haystack","HAYS4","C","3 m",NA,"","Salix spp","",20,"Not rooted in","d2ff024b-7b01-44b4-95f8-36fb42678241"
"1502","7d0321e8-10cc-4674-a58c-1cf65adaafcd","2024-07-28","McCoy Creek","MCCR5","A","3 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",12,"","fe5747c9-e9fa-4687-a294-c8177b685d61"
"1503","7d0321e8-10cc-4674-a58c-1cf65adaafcd","2024-07-28","McCoy Creek","MCCR5","A","3 m",NA,"","Rubus chamaemorus","",15,"","fe5747c9-e9fa-4687-a294-c8177b685d61"
"1504","7d0321e8-10cc-4674-a58c-1cf65adaafcd","2024-07-28","McCoy Creek","MCCR5","A","3 m",NA,"","Vaccinium uliginosum","",4,"","fe5747c9-e9fa-4687-a294-c8177b685d61"
"1505","7d0321e8-10cc-4674-a58c-1cf65adaafcd","2024-07-28","McCoy Creek","MCCR5","A","3 m",NA,"","Vaccinium vitis-idaea","",5,"","fe5747c9-e9fa-4687-a294-c8177b685d61"
"1506","7d0321e8-10cc-4674-a58c-1cf65adaafcd","2024-07-28","McCoy Creek","MCCR5","A","3 m",NA,"","Eriophorum vaginatum","",5,"","fe5747c9-e9fa-4687-a294-c8177b685d61"
"1507","7d0321e8-10cc-4674-a58c-1cf65adaafcd","2024-07-28","McCoy Creek","MCCR5","A","3 m",NA,"","Oxycoccus microcarpos [Vaccinium oxycoccos]","",3,"","fe5747c9-e9fa-4687-a294-c8177b685d61"
"1508","7d0321e8-10cc-4674-a58c-1cf65adaafcd","2024-07-28","McCoy Creek","MCCR5","A","3 m",NA,"","Fine Woody Debris","",0.1,"","fe5747c9-e9fa-4687-a294-c8177b685d61"
"1509","7d0321e8-10cc-4674-a58c-1cf65adaafcd","2024-07-28","McCoy Creek","MCCR5","A","3 m",NA,"","","Grass litter",0.1,"Eri vag litter","fe5747c9-e9fa-4687-a294-c8177b685d61"
"1510","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Vaccinium vitis-idaea","",1,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1511","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Calamagrostis canadensis","",2,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1512","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",3,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1513","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Rubus chamaemorus","",10,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1514","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Vaccinium uliginosum","",0.1,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1515","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Oxycoccus microcarpos [Vaccinium oxycoccos]","",0.1,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1516","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Eriophorum vaginatum","",4,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1517","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Equisetum sylvaticum","",1,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1518","7d5cfed8-8aff-45cb-a689-84421f14147c","2024-08-07","McCoy Creek","McCr3","C","6 m",NA,"","Coarse woody debris","",0.1,"","50cbf4e3-f9fc-43e7-933e-4f38d5a74daf"
"1519","7f82075a-52e9-474b-bf35-54a53a7b0fe5","2024-07-17","Shovel Creek","ShCr5","A","9 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",50,"","b38d2a5a-1bc4-4dff-a84f-5cc95fa62cdf"
"1520","7f82075a-52e9-474b-bf35-54a53a7b0fe5","2024-07-17","Shovel Creek","ShCr5","A","9 m",NA,"","Calamagrostis canadensis","",3,"","b38d2a5a-1bc4-4dff-a84f-5cc95fa62cdf"
"1521","7f82075a-52e9-474b-bf35-54a53a7b0fe5","2024-07-17","Shovel Creek","ShCr5","A","9 m",NA,"","Coarse woody debris","",15,"","b38d2a5a-1bc4-4dff-a84f-5cc95fa62cdf"
"1522","7f82075a-52e9-474b-bf35-54a53a7b0fe5","2024-07-17","Shovel Creek","ShCr5","A","9 m",NA,"","Fine Woody Debris","",0.1,"","b38d2a5a-1bc4-4dff-a84f-5cc95fa62cdf"
"1523","7f82075a-52e9-474b-bf35-54a53a7b0fe5","2024-07-17","Shovel Creek","ShCr5","A","9 m",NA,"","Litter - herbaceous","",5,"","b38d2a5a-1bc4-4dff-a84f-5cc95fa62cdf"
"1524","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Vaccinium uliginosum","",12,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1525","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Vaccinium vitis-idaea","",1,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1526","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Salix spp","",30,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1527","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Betula nana","",17,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1528","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Eriophorum vaginatum","",18,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1529","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Calamagrostis canadensis","",3,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1530","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",25,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1531","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Coarse woody debris","",1,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1532","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Fine Woody Debris","",3,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1533","7fbc0443-4c73-4028-984a-2fb32768484f","2024-08-05","Dry Creek","DrCr3","C","3 m",NA,"","Picea mariana","",0.1,"","ea79dfcb-666f-4f7d-b3ae-e8e2c5965453"
"1534","80198137-ee45-4011-b93d-13f5feaa7cf3","2024-08-03","Teklanika ","Tekl1","C","3 m",NA,"","Equisetum scirpoides","",0.1,"","d1ef9e8e-3e71-440a-b61f-fdfb0570a72c"
"1535","80198137-ee45-4011-b93d-13f5feaa7cf3","2024-08-03","Teklanika ","Tekl1","C","3 m",NA,"","Saussurea angustifolia","",2,"","d1ef9e8e-3e71-440a-b61f-fdfb0570a72c"
"1536","80198137-ee45-4011-b93d-13f5feaa7cf3","2024-08-03","Teklanika ","Tekl1","C","3 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",1,"","d1ef9e8e-3e71-440a-b61f-fdfb0570a72c"
"1537","80198137-ee45-4011-b93d-13f5feaa7cf3","2024-08-03","Teklanika ","Tekl1","C","3 m",NA,"","Vaccinium uliginosum","",2,"","d1ef9e8e-3e71-440a-b61f-fdfb0570a72c"
"1538","80198137-ee45-4011-b93d-13f5feaa7cf3","2024-08-03","Teklanika ","Tekl1","C","3 m",NA,"","Coarse woody debris","",1,"","d1ef9e8e-3e71-440a-b61f-fdfb0570a72c"
"1539","80198137-ee45-4011-b93d-13f5feaa7cf3","2024-08-03","Teklanika ","Tekl1","C","3 m",NA,"","Fine Woody Debris","",0.1,"","d1ef9e8e-3e71-440a-b61f-fdfb0570a72c"
"1540","81aecebd-880d-46d9-9d9a-0529779777d0","2024-07-22","Hess Creek","HeCr3","B","3 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",3,"","55c624cd-202c-4a69-8faa-19cde70280fa"
"1541","81aecebd-880d-46d9-9d9a-0529779777d0","2024-07-22","Hess Creek","HeCr3","B","3 m",NA,"","Salix spp","",5,"","55c624cd-202c-4a69-8faa-19cde70280fa"
"1542","81aecebd-880d-46d9-9d9a-0529779777d0","2024-07-22","Hess Creek","HeCr3","B","3 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",17,"","55c624cd-202c-4a69-8faa-19cde70280fa"
