fire,site,plot,unique_site_id,date,official_fire_scar,latitude,longitude,lat_NAD83,lon_NAD83,elevation,slope,aspect,moisture_class,moisture_numeric,recent_burn,second_burn,triple_burn,reburn_age_original_estimate,triple_age,std_age_max,std_age_min,std_age_avg,StdAge,reburn_class_original,Stdage_final,reburn_class_final,pre_fire_vegetation,site_notes,dens.trees,basal.area.trees,dens.shrubs,basal.area.shrubs,ForestType,prefire.trees.biomass,prefire.trees.carbon,combustion.trees.biomass,combustion.trees.carbon,postfire.trees.biomass,postfire.trees.carbon,prefire.shrubs.biomass,prefire.shrubs.carbon,combustion.shrubs.biomass,combustion.shrubs.carbon,postfire.shrubs.biomass,postfire.shrubs.carbon,prefire.snags.biomass,prefire.snags.carbon,combustion.snags.biomass,combustion.snags.carbon,postfire.snags.biomass,postfire.snags.carbon,post.cwd.carbon,pre.cwd.carbon,combustion.cwd.carbon,prefire.above,postfire.above,combustion.above,thaw_d,residualSOL_depth,burn_depth,prefireSOL_depth,residualSOL.C,SOL.C.Combusted,prefireSOL.C,totalC.combusted,prefire.carbon.total,postfire.carbon.total
KilolitnaTal,52,C,165,7/17/2023,Kilolitna River,65.910295,-151.635449,1774383.119,107915.565,650,8,137,subxeric,2,2018,1990,NA,28,NA,56,21,44,44,SHORT,44,MID,Black spruce and willow/B glandulosa,Trans bearing 48. Site located close to tree line. Dead snags are present. Lowest transect on this slope. Live white spruce are 50-100m downslope. Larger (~2m tall) alders are at SW end of site. ,0.05,0.000392699,10.5,5.38390441,PIGL,0,0,0,0,0,0,221.3087356,110.6543678,115.837255,57.91862749,105.4714806,52.73574029,0,0,0,0,0,0,131.2826862,182.7102482,51.42756205,293.364616,184.0184264,109.3461895,NA,6.5,7.25885566,13.75885566,1767.107026,1665.414688,3432.521714,1774.760878,3725.88633,1951.125452
KilolitnaTal,51,C,164,7/17/2023,Kilolitna River,65.911182,-151.636244,1774480.488,107875.784,658,6,128,subxeric,2,2018,1990,NA,28,NA,27,20,23.5,23.5,SHORT,23.5,SHORT,Alder and willow,Trans bearing 60. Site 200m downslope from ridgetop. Above tree line. Small hummocks and tussocks at site. Slope gradually increases as one moves downslope. ,0.05,0.000392699,18.9,10.22352789,NON.FORESTED,0,0,0,0,0,0,396.0010932,198.0005466,225.8197922,112.9098961,170.181301,85.09065049,0,0,0,0,0,0,0,0,0,198.0005466,85.09065049,112.9098961,NA,16.25,0,18.625,6245.311146,0,6245.311146,112.9098961,6443.311692,6330.401796
KilolitnaTal,53,B,166,7/18/2023,Kilolitna River,65.907296,-151.658296,1774012.591,106885.054,570,13,165,subxeric,2,2018,1990,NA,28,NA,163,71,103.7,103.7,SHORT,103.7,LONG,Possibly uncommon black spruce. Alder and birch dominant. ,"Trans bearing 80. Site located slightly below shrub line, beyond sight of the ridgetop. Live conifers visible distant downslope. Small topographic variation at site with small drainages and ridges flowing downslope. ",0.45,1.277057414,9,6.920143218,PIMA,419.88325,209.941625,121.2267617,60.61338083,298.6564883,149.3282442,277.0000853,138.5000427,141.5222214,70.76111072,135.4778639,67.73893195,0,0,0,0,0,0,0,0,0,348.4416677,217.0671762,131.3744916,NA,8.5,3.714047302,12.2140473,3288.862756,700.6959358,3989.558692,832.0704273,4338.000359,3505.929932
KilolitnaTal,53,C,166,7/18/2023,Kilolitna River,65.907296,-151.658296,1774012.591,106885.054,570,13,165,subxeric,2,2018,1990,NA,28,NA,163,71,103.7,103.7,SHORT,103.7,LONG,Possibly uncommon black spruce. Alder and birch dominant. ,"Trans bearing 80. Site located slightly below shrub line, beyond sight of the ridgetop. Live conifers visible distant downslope. Small topographic variation at site with small drainages and ridges flowing downslope. ",0.25,0.498335135,4.6,3.580630227,BENE,121.7871546,60.8935773,4.090515942,2.045257971,117.6966387,58.84831933,136.8177427,68.40887136,29.14104805,14.57052403,107.6766947,53.83834733,0,0,0,0,0,0,0,0,0,129.3024487,112.6866667,16.615782,NA,12,3.756554288,15.75655429,4317.23029,1480.422354,5797.652645,1497.038136,5926.955093,4429.916957
KilolitnaTal,54,A,167,7/18/2023,Kilolitna River,65.908136,-151.66043,1774102.592,106784.396,587,12,149,subxeric,2,2018,1990,NA,28,NA,120,31,81.3,81.3,SHORT,81.3,LONG,"Black spruce (?) Rare, birch and alder dominant. ",Trans bearing 85. Located well below shrub line downslope of ridgetop. Live conifers visible distant downslope. Site undulates slightly when traveling perpendicular to slope. Ridgetop not visible. ,0.05,0.000392699,5.9,5.718484028,PIMA,0,0,0,0,0,0,401.534899,200.7674495,118.935554,59.467777,282.599345,141.2996725,0,0,0,0,0,0,0,0,0,200.7674495,141.2996725,59.467777,NA,12,3.178382849,15.58919142,5148.133651,572.9787717,5721.112423,632.4465487,5921.879872,5289.433324
KilolitnaTal,53,A,166,7/18/2023,Kilolitna River,65.907296,-151.658296,1774012.591,106885.054,570,13,165,subxeric,2,2018,1990,NA,28,NA,163,71,103.7,103.7,SHORT,103.7,LONG,Possibly uncommon black spruce. Alder and birch dominant. ,"Trans bearing 80. Site located slightly below shrub line, beyond sight of the ridgetop. Live conifers visible distant downslope. Small topographic variation at site with small drainages and ridges flowing downslope. ",0.05,0.000392699,6.7,17.62747638,PIMA,0,0,0,0,0,0,2390.815042,1195.407521,543.714337,271.8571685,1847.100705,923.5503524,0,0,0,0,0,0,0,0,0,1195.407521,923.5503524,271.8571685,NA,13,2.756554288,16.87827714,5412.015234,476.6976009,5888.712835,748.5547694,7084.120356,6335.565587
KilolitnaTal,54,B,167,7/18/2023,Kilolitna River,65.908136,-151.66043,1774102.592,106784.396,587,12,149,subxeric,2,2018,1990,NA,28,NA,120,31,81.3,81.3,SHORT,81.3,LONG,"Black spruce (?) Rare, birch and alder dominant. ",Trans bearing 85. Located well below shrub line downslope of ridgetop. Live conifers visible distant downslope. Site undulates slightly when traveling perpendicular to slope. Ridgetop not visible. ,0.3,4.406476396,1.7,6.701802528,PIMA,1391.61455,695.807275,512.430595,256.2152975,879.183955,439.5919775,558.6186264,279.3093132,86.63198818,43.31599409,471.9866382,235.9933191,0,0,0,0,0,0,0,0,0,975.1165882,675.5852966,299.5312916,NA,12.5,0.227642156,13.36382108,5400.485354,19.00562502,5419.490979,318.5369166,6394.607567,6076.07065
KilolitnaTalHolanada,59,C,172,7/19/2023,Kilolitna River,65.937141,-151.658569,1777331.749,106755.511,405,11,92,mesic,4,2018,1990,1969,28,21,210,76,162.7,162.7,TRIPLE,162.7,LONG,Black spruce,Trans bearing 193. Site located at the bottom of the slope in a drainage. Creek with running water 30m from transect. Live trees present in creek. Slope gets much steeper above with a substantial birch component there. Variable burn pattern here with large sphagnum mounds unburned.,0.95,5.023406653,0.2,0.039269908,PIMA,1443.21165,721.605825,471.2388996,235.6194498,971.9727504,485.9863752,0.916579344,0.458289672,0.576279213,0.288139607,0.34030013,0.170150065,4.125131366,2.062565683,1.031282841,0.515641421,3.093848524,1.546924262,0,0,0,724.1266804,487.7034495,236.4232308,26.5,23.875,46.95,70.825,7813.253593,11481.26036,19294.51396,11717.68359,20018.64064,8300.957043
KilolitnaTalHolanada,55,B,168,7/18/2023,Kilolitna River,65.929828,-151.655024,1776524.063,106945.808,531,9,351,subxeric,2,2018,1990,1969,28,21,58,39,46.5,46.5,TRIPLE,46.5,TRIPLE-MID,Alder,Trans bearing 260. Site located well below bald ridgetopn (mid slope). Slope increases as it rolls off below site. Rock and mineral soil visible. Evidence of water erosion present. No live or dead plants >2m tall visible at site. ,0.05,0.000392699,3.9,2.137068403,NON.FORESTED,0,0,0,0,0,0,52.81928228,26.40964114,33.72836499,16.86418249,19.09091729,9.545458647,0,0,0,0,0,0,0,0,0,26.40964114,9.545458647,16.86418249,NA,5,4.987560548,9.987560548,1921.634199,803.5292729,2725.163472,820.3934554,2751.573113,1931.179657
KilolitnaTalHolanada,55,C,168,7/18/2023,Kilolitna River,65.929828,-151.655024,1776524.063,106945.808,531,9,351,subxeric,2,2018,1990,1969,28,21,58,39,46.5,46.5,TRIPLE,46.5,TRIPLE-MID,Alder,Trans bearing 260. Site located well below bald ridgetopn (mid slope). Slope increases as it rolls off below site. Rock and mineral soil visible. Evidence of water erosion present. No live or dead plants >2m tall visible at site. ,0.05,0.000392699,2.7,0.638528707,NON.FORESTED,0,0,0,0,0,0,16.8679396,8.433969802,13.79003864,6.895019322,3.07790096,1.53895048,0,0,0,0,0,0,0,0,0,8.433969802,1.53895048,6.895019322,56,13.5,0,14.75,5188.412336,0,5188.412336,6.895019322,5196.846306,5189.951287
KilolitnaTalHolanada,59,B,172,7/19/2023,Kilolitna River,65.937141,-151.658569,1777331.749,106755.511,405,11,92,mesic,4,2018,1990,1969,28,21,210,76,162.7,162.7,TRIPLE,162.7,LONG,Black spruce,Trans bearing 193. Site located at the bottom of the slope in a drainage. Creek with running water 30m from transect. Live trees present in creek. Slope gets much steeper above with a substantial birch component there. Variable burn pattern here with large sphagnum mounds unburned.,1.6,6.997112238,0.1,0.007068583,PIMA,1884.0795,942.03975,702.2569359,351.1284679,1181.822564,590.9112821,0.130172773,0.065086387,0.026084546,0.013042273,0.104088228,0.052044114,0,0,0,0,0,0,251.2980163,335.0640217,83.76600542,1277.168858,842.2613425,434.9075156,41,26.75,39.2,65.95,8919.074088,9498.069,18417.14309,9932.976515,19694.31195,9761.335431
KilolitnaTalHolanada,55,A,168,7/18/2023,Kilolitna River,65.929828,-151.655024,1776524.063,106945.808,531,9,351,subxeric,2,2018,1990,1969,28,21,58,39,46.5,46.5,TRIPLE,46.5,TRIPLE-MID,Alder,Trans bearing 260. Site located well below bald ridgetopn (mid slope). Slope increases as it rolls off below site. Rock and mineral soil visible. Evidence of water erosion present. No live or dead plants >2m tall visible at site. ,0.05,0.000392699,2.9,6.148096823,NON.FORESTED,0,0,0,0,0,0,479.0514832,239.5257416,64.76116879,32.38058439,414.2903144,207.1451572,0,0,0,0,0,0,0,0,0,239.5257416,207.1451572,32.38058439,NA,12.625,25.45,38.075,4852.126352,4033.161059,8885.287411,4065.541643,9124.813152,5059.271509
KilolitnaTalHolanada,56,C,169,7/18/2023,Kilolitna River,65.929061,-151.649666,1776447.391,107193.086,517,7,55,mesic-subxeric,3,2018,1990,1969,28,21,28,25,26.3,26.3,TRIPLE,26.3,TRIPLE-SHORT,"On a landscape level site is located at tree line, but locally dominated by burnt shrubs (Alnus and Betula). ",Trans bearing 325. Site located well below bald ridgetopn (mid slope). Slope increases as it rolls off below site. Rock and mineral soil visible. Evidence of water erosion present. No live or dead plants >2m tall visible at site. ,0.05,0.000392699,5.7,1.653263134,NON.FORESTED,0,0,0,0,0,0,27.31552056,13.65776028,27.31552056,13.65776028,0,0,0,0,0,0,0,0,0,0,0,13.65776028,0,13.65776028,NA,6.25,1.853095982,8.103095982,2402.042748,240.0444728,2642.087221,253.7022331,2655.744981,2402.042748
KilolitnaTalHolanada,57,A,170,7/19/2023,Kilolitna River,65.937863,-151.659663,1777410.294,106702.821,446,20,110,mesic-subxeric,3,2018,1990,1969,28,21,77,52,62.3,62.3,TRIPLE,62.3,TRIPLE-MID,"Mixed spruce, aspen, and birch woodland. ","Transect bearing is 10. Site is on a SE facing slope in tree line. Stand is mostly made up of birch and white spruce, with equal amount of live trees and dead standing (9-11 m). ",0.55,9.787239213,NA,NA,BENE,4280.076925,2140.038462,240.1838532,120.0919266,4039.893071,2019.946536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140.038462,2019.946536,120.0919266,NA,10.25,13.575,23.825,2746.933525,5349.778526,8096.712051,5469.870453,10236.75051,4766.880061
KilolitnaTalHolanada,56,A,169,7/18/2023,Kilolitna River,65.929061,-151.649666,1776447.391,107193.086,517,7,55,mesic-subxeric,3,2018,1990,1969,28,21,28,25,26.3,26.3,TRIPLE,26.3,TRIPLE-SHORT,"On a landscape level site is located at tree line, but locally dominated by burnt shrubs (Alnus and Betula). ",Trans bearing 325. Site located well below bald ridgetopn (mid slope). Slope increases as it rolls off below site. Rock and mineral soil visible. Evidence of water erosion present. No live or dead plants >2m tall visible at site. ,0.05,0.000392699,13,7.564169712,NON.FORESTED,0,0,0,0,0,0,288.5834858,144.2917429,146.1405151,73.07025757,142.4429706,71.22148532,0,0,0,0,0,0,0,0,0,144.2917429,71.22148532,73.07025757,72,7.5,0.603095982,9.551547991,2882.451298,7.665566636,2890.116865,80.73582421,3034.408608,2953.672783
KilolitnaTalHolanada,56,B,169,7/18/2023,Kilolitna River,65.929061,-151.649666,1776447.391,107193.086,517,7,55,mesic-subxeric,3,2018,1990,1969,28,21,28,25,26.3,26.3,TRIPLE,26.3,TRIPLE-SHORT,"On a landscape level site is located at tree line, but locally dominated by burnt shrubs (Alnus and Betula). ",Trans bearing 325. Site located well below bald ridgetopn (mid slope). Slope increases as it rolls off below site. Rock and mineral soil visible. Evidence of water erosion present. No live or dead plants >2m tall visible at site. ,0.05,0.000392699,7.7,3.560209875,NON.FORESTED,0,0,0,0,0,0,136.166999,68.08349951,121.974227,60.98711349,14.19277203,7.096386013,0,0,0,0,0,0,0,0,0,68.08349951,7.096386013,60.98711349,NA,15,0,15.5,5764.902596,0,5764.902596,60.98711349,5832.986095,5771.998982
KilolitnaTalHolanada,58,A,171,7/19/2023,Kilolitna River,65.937208,-151.659717,1777337.356,106702.928,425,13,125,subxeric,2,2018,1990,1969,28,21,171,96,123,123,TRIPLE,123,LONG,Mixed spruce and Birch woodland. ,Transect bearing is 205. Site is located on side of steep S facing slope with exposed rock and signs of erosion is evident.  Stand consists of dead and standing mixed spruce and birch 9-11 m tall. Birch is  resprouting in the understory. ,0.55,12.03465606,NA,NA,BENE,4485.962922,2242.981461,154.2429909,77.12149546,4331.719931,2165.859966,0,0,0,0,0,0,0,0,0,0,0,0,83.59067616,334.3627046,250.7720285,2577.344166,2249.450642,327.8935239,NA,3,24.00202108,27.00202108,1812.414188,9458.968468,11271.38266,9786.861992,13848.72682,4061.86483
KilolitnaTalHolanada,58,B,171,7/19/2023,Kilolitna River,65.937208,-151.659717,1777337.356,106702.928,425,13,125,subxeric,2,2018,1990,1969,28,21,171,96,123,123,TRIPLE,123,LONG,Mixed spruce and Birch woodland. ,Transect bearing is 205. Site is located on side of steep S facing slope with exposed rock and signs of erosion is evident.  Stand consists of dead and standing mixed spruce and birch 9-11 m tall. Birch is  resprouting in the understory. ,0.6,24.1195776,NA,NA,MIXED,13483.58754,6741.793771,2632.393946,1316.196973,10851.1936,5425.596798,0,0,0,0,0,0,0,0,0,0,0,0,26.8,40.2,13.4,6781.993771,5452.396798,1329.596973,NA,5.375,16.95,22.325,1558.393195,6742.14976,8300.542956,8071.746733,15082.53673,7010.789993
KilolitnaTalHolanada,57,B,170,7/19/2023,Kilolitna River,65.937863,-151.659663,1777410.294,106702.821,446,20,110,mesic-subxeric,3,2018,1990,1969,28,21,77,52,62.3,62.3,TRIPLE,62.3,TRIPLE-MID,"Mixed spruce, aspen, and birch woodland. ","Transect bearing is 10. Site is on a SE facing slope in tree line. Stand is mostly made up of birch and white spruce, with equal amount of live trees and dead standing (9-11 m). ",0.45,15.41226086,NA,NA,BENE,6036.626096,3018.313048,405.7614312,202.8807156,5630.864665,2815.432332,0,0,0,0,0,0,5418.741653,2709.370826,5418.741653,2709.370826,0,0,10.16405641,20.32811281,10.16405641,5748.011987,2825.596388,2922.415598,NA,14.625,15.95,30.575,3310.867607,6285.743462,9596.611069,9208.15906,15344.62306,6136.463996
KilolitnaTalHolanada,57,C,170,7/19/2023,Kilolitna River,65.937863,-151.659663,1777410.294,106702.821,446,20,110,mesic-subxeric,3,2018,1990,1969,28,21,77,52,62.3,62.3,TRIPLE,62.3,TRIPLE-MID,"Mixed spruce, aspen, and birch woodland. ","Transect bearing is 10. Site is on a SE facing slope in tree line. Stand is mostly made up of birch and white spruce, with equal amount of live trees and dead standing (9-11 m). ",0.3,18.91081698,NA,NA,PIGL,6720.409198,3360.204599,1015.210972,507.6054859,5705.198226,2852.599113,0,0,0,0,0,0,0,0,0,0,0,0,544.8787912,1132.203697,587.3249063,4492.408296,3397.477904,1094.930392,NA,12.5,14.2,26.7,3896.358888,2754.086502,6650.44539,3849.016894,11142.85369,7293.836792
KilolitnaTalHolanada,58,C,171,7/19/2023,Kilolitna River,65.937208,-151.659717,1777337.356,106702.928,425,13,125,subxeric,2,2018,1990,1969,28,21,171,96,123,123,TRIPLE,123,LONG,Mixed spruce and Birch woodland. ,Transect bearing is 205. Site is located on side of steep S facing slope with exposed rock and signs of erosion is evident.  Stand consists of dead and standing mixed spruce and birch 9-11 m tall. Birch is  resprouting in the understory. ,2.1,5.484042676,NA,NA,BENE,2785.533928,1392.766964,374.8733181,187.4366591,2410.66061,1205.330305,0,0,0,0,0,0,169.0379533,84.51897667,0,0,169.0379533,84.51897667,518.4034956,1034.64594,516.2424444,2511.931881,1808.252777,703.6791035,NA,8.5,28.2,36.7,2521.359892,11113.35208,13634.71197,11817.03118,16146.64385,4329.612669
KilolitnaTalHolanada,59,A,172,7/19/2023,Kilolitna River,65.937141,-151.658569,1777331.749,106755.511,405,11,92,mesic,4,2018,1990,1969,28,21,210,76,162.7,162.7,TRIPLE,162.7,LONG,Black spruce,Trans bearing 193. Site located at the bottom of the slope in a drainage. Creek with running water 30m from transect. Live trees present in creek. Slope gets much steeper above with a substantial birch component there. Variable burn pattern here with large sphagnum mounds unburned.,2.6,4.794070389,NA,NA,PIMA,1283.83145,641.915725,310.9404931,155.4702465,972.8909569,486.4454785,0,0,0,0,0,0,0,0,0,0,0,0,84,112,28,753.915725,570.4454785,183.4702465,33,32.75,45.7,78.45,11288.51891,11191.96648,22480.48538,11375.43672,23234.40111,11858.96438
LittleYunBear,1037,A,76,7/22/2022,Bearnose Hill,66.54855031,-143.4504557,1880723.347,468319.8448,322,0,0,subxeric,2,2019,1996,1946,23,50,163,15,52.8,52.8,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Site is between unburned in 96 bs regen not much sol,0.05,0.000392699,1.7,15.51004293,MIXED,0,0,0,0,0,0,1062.430118,531.215059,1062.430118,531.215059,0,0,0,0,0,0,0,0,72.82420572,291.2968229,218.4726172,822.5118819,72.82420572,749.6876762,NA,2.125,19.92247901,22.04747901,0,7924.503661,7924.503661,8674.191337,8747.015543,72.82420572
LittleYunBear,1037,B,76,7/22/2022,Bearnose Hill,66.54855031,-143.4504557,1880723.347,468319.8448,322,0,0,subxeric,2,2019,1996,1946,23,50,163,15,52.8,52.8,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Site is between unburned in 96 bs regen not much sol,0.15,0.446891555,NA,NA,MIXED,86.43356038,43.21678019,13.7812547,6.890627351,72.65230568,36.32615284,0,0,0,0,0,0,0,0,0,0,0,0,67.17232708,268.6893083,201.5169812,311.9060885,103.4984799,208.4076086,NA,0.5,21.54747901,22.04747901,0,8570.874951,8570.874951,8779.282559,8882.781039,103.4984799
LittleYunBear,410,B,73,7/22/2022,Bearnose Hill,66.55069079,-143.4556596,1880921.547,468053.1653,322,0,0,mesic-subxeric,3,2019,1996,1946,23,50,22,22,22,22,TRIPLE,23,TRIPLE-SHORT,Birch,Pure birch with alder understory regen aspen and birch,0.25,2.88633825,NA,NA,BENE,911.3044304,455.6522152,12.75826203,6.379131013,898.5461684,449.2730842,0,0,0,0,0,0,1051.804832,525.9024159,0,0,1051.804832,525.9024159,215.6975337,375.3950675,159.6975337,1356.949699,1190.873034,166.0766647,NA,0,7.535143893,7.535143893,0,2969.528618,2969.528618,3135.605283,4326.478317,1190.873034
LittleYunBear,410,C,73,7/22/2022,Bearnose Hill,66.55069079,-143.4556596,1880921.547,468053.1653,322,0,0,mesic-subxeric,3,2019,1996,1946,23,50,22,22,22,22,TRIPLE,23,TRIPLE-SHORT,Birch,Pure birch with alder understory regen aspen and birch,0.15,2.777560605,NA,NA,BENE,941.7023698,470.8511849,15.22842341,7.614211706,926.4739464,463.2369732,0,0,0,0,0,0,493.0355188,246.5177594,0,0,493.0355188,246.5177594,400.15858,662.653728,262.495148,1380.022672,1109.913313,270.1093597,NA,1.75,5.845049852,7.595049852,970.9800863,2303.478614,3274.4587,2573.587974,4654.481373,2080.893399
LittleYunBear,501,A,74,7/22/2022,Bearnose Hill,66.58267898,-143.5568665,1883722.617,463041.2655,231,0,0,subhygric,6,2019,1996,1946,23,50,92,20,44.3,44.3,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Super wet dense organic no regen will go to shrub legacy carbon present,0.35,0.002748894,3.2,0.934623814,PIMA,42.7086,21.3543,9.394010098,4.697005049,33.3145899,16.65729495,41.86791651,20.93395825,19.17566651,9.587833254,22.69225,11.346125,0,0,0,0,0,0,195.1197941,484.1597254,289.0399314,526.4479837,223.123214,303.3247697,NA,10.625,6.225,16.85,7438.294648,1199.190804,8637.485452,1502.515574,9163.933436,7661.417862
LittleYunBear,501,B,74,7/22/2022,Bearnose Hill,66.58267898,-143.5568665,1883722.617,463041.2655,231,0,0,subhygric,6,2019,1996,1946,23,50,92,20,44.3,44.3,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Super wet dense organic no regen will go to shrub legacy carbon present,0.45,0.003534292,2,1.846471082,PIMA,96.9408,48.4704,17.76224325,8.881121627,79.17855675,39.58927837,98.71076726,49.35538363,59.357875,29.6789375,39.35289226,19.67644613,0,0,0,0,0,0,28,112,84,209.8257836,87.2657245,122.5600591,NA,9.775,7.975,17.75,7492.024729,1900.403853,9392.428582,2022.963912,9602.254365,7579.290453
LittleYunBear,501,C,74,7/22/2022,Bearnose Hill,66.58267898,-143.5568665,1883722.617,463041.2655,231,0,0,subhygric,6,2019,1996,1946,23,50,92,20,44.3,44.3,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Super wet dense organic no regen will go to shrub legacy carbon present,0.8,0.006283185,2.1,0.716283125,PIMA,142.7085,71.35425,48.05002338,24.02501169,94.65847662,47.32923831,31.59365054,15.79682527,30.15340167,15.07670084,1.440248868,0.720124434,23.41910723,11.70955361,0,0,23.41910723,11.70955361,39.1875,52.25,13.0625,151.1106289,98.94641635,52.16421253,NA,10.55,7.7,18.25,7376.96918,1614.373607,8991.342786,1666.537819,9142.453415,7475.915596
LittleYunBear,1037,C,76,7/22/2022,Bearnose Hill,66.54855031,-143.4504557,1880723.347,468319.8448,322,0,0,subxeric,2,2019,1996,1946,23,50,163,15,52.8,52.8,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Site is between unburned in 96 bs regen not much sol,0.1,0.331830724,0.3,4.851404455,MIXED,71.45441063,35.72720532,9.197386602,4.598693301,62.25702403,31.12851201,315.5010692,157.7505346,76.34556662,38.17278331,239.1555026,119.5777513,0,0,0,0,0,0,28,112,84,305.4777399,178.7062633,126.7714766,NA,0,22.04747901,22.04747901,0,8769.758424,8769.758424,8896.529901,9075.236164,178.7062633
LittleYunBear,2101,A,77,7/22/2022,Bearnose Hill,66.5839084,-143.5522668,1883889.626,463222.1239,228,0,0,subhygric,6,2019,1996,1946,23,50,166,66,125.2,125.2,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Super wet black spruce regen maybe didnâ€™t burn in 1996 took 2 size class tree cookies big and small,0.5,1.209120473,NA,NA,PIMA,183.5084,91.7542,145.6146835,72.80734176,37.89371648,18.94685824,0,0,0,0,0,0,355.4024192,177.7012096,0,0,355.4024192,177.7012096,0,0,0,269.4554096,196.6480678,72.80734176,NA,10,11.45,21.45,5367.416475,2120.051089,7487.467565,2192.858431,7756.922974,5564.064543
LittleYunBear,2101,B,77,7/22/2022,Bearnose Hill,66.5839084,-143.5522668,1883889.626,463222.1239,228,0,0,subhygric,6,2019,1996,1946,23,50,166,66,125.2,125.2,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Super wet black spruce regen maybe didnâ€™t burn in 1996 took 2 size class tree cookies big and small,0.8,2.067167966,NA,NA,PIMA,444.3189,222.15945,231.2279755,115.6139878,213.0909245,106.5454622,0,0,0,0,0,0,140.8636295,70.43181477,0,0,140.8636295,70.43181477,0,0,0,292.5912648,176.977277,115.6139878,NA,7.15,10.075,17.225,4521.283076,2555.480744,7076.76382,2671.094732,7369.355085,4698.260353
LittleYunBear,2101,C,77,7/22/2022,Bearnose Hill,66.5839084,-143.5522668,1883889.626,463222.1239,228,0,0,subhygric,6,2019,1996,1946,23,50,166,66,125.2,125.2,TRIPLE,23,TRIPLE-SHORT,Black spruce ,Super wet black spruce regen maybe didnâ€™t burn in 1996 took 2 size class tree cookies big and small,0.6,1.296299669,NA,NA,PIMA,289.2148,144.6074,165.2796173,82.63980866,123.9351827,61.96759134,0,0,0,0,0,0,34.28102726,17.14051363,0,0,34.28102726,17.14051363,0,0,0,161.7479136,79.10810497,82.63980866,NA,5.725,13.675,19.4,3144.072392,3019.734935,6163.807327,3102.374744,6325.555241,3223.180497
LittleYunBear,342,A,72,7/22/2022,Bearnose Hill,66.54966229,-143.4535446,1880823.592,468164.3332,322,0,0,mesic,4,2019,1996,1946,23,50,20,20,20,20,TRIPLE,23,TRIPLE-SHORT,Mixed spruce birch,Standing dead after spruce seedling then fried in 2019 now going to birch aspen regen fairly wet site saw one old tussock,1.35,2.539584961,0.4,0.417831823,MIXED,727.85861,363.929305,93.62080571,46.81040286,634.2378042,317.1189021,19.74569609,9.872848046,1.418327551,0.709163776,18.32736854,9.16368427,1882.031311,941.0156557,0,0,1882.031311,941.0156557,44.93288532,179.7315413,134.798656,1494.54935,1312.231127,182.3182226,NA,0,7.878437843,7.878437843,0,3133.782172,3133.782172,3316.100395,4628.331522,1312.231127
LittleYunBear,342,B,72,7/22/2022,Bearnose Hill,66.54966229,-143.4535446,1880823.592,468164.3332,322,0,0,mesic,4,2019,1996,1946,23,50,20,20,20,20,TRIPLE,23,TRIPLE-SHORT,Mixed spruce birch,Standing dead after spruce seedling then fried in 2019 now going to birch aspen regen fairly wet site saw one old tussock,1.9,0.548600617,0.5,0.7696902,MIXED,249.4748943,124.7374472,31.54434951,15.77217476,217.9305448,108.9652724,37.40823256,18.70411628,37.40823256,18.70411628,0,0,252.0072734,126.0036367,0,0,252.0072734,126.0036367,270.3015382,683.0449476,412.7434094,952.4901477,505.2704473,447.2197004,NA,0,4.25,4.25,0,1690.509527,1690.509527,2137.729227,2642.999675,505.2704473
LittleYunBear,342,C,72,7/22/2022,Bearnose Hill,66.54966229,-143.4535446,1880823.592,468164.3332,322,0,0,mesic,4,2019,1996,1946,23,50,20,20,20,20,TRIPLE,23,TRIPLE-SHORT,Mixed spruce birch,Standing dead after spruce seedling then fried in 2019 now going to birch aspen regen fairly wet site saw one old tussock,0.95,3.249584901,0.2,1.194590607,MIXED,1147.442055,573.7210274,33.78180274,16.89090137,1113.660252,556.8301261,77.59094748,38.79547374,2.170895752,1.085447876,75.42005172,37.71002586,4187.788899,2093.89445,203.6134334,101.8067167,3984.175466,1992.087733,223.4654796,502.9309591,279.4654796,3209.34191,2810.093365,399.2485455,NA,0.175,5.8,5.975,528.7580579,2307.048296,2835.806353,2706.296841,6045.148264,3338.851422
LittleYunBear,410,A,73,7/22/2022,Bearnose Hill,66.55069079,-143.4556596,1880921.547,468053.1653,322,0,0,mesic-subxeric,3,2019,1996,1946,23,50,22,22,22,22,TRIPLE,23,TRIPLE-SHORT,Birch,Pure birch with alder understory regen aspen and birch,0.25,2.069131461,0.9,2.865917898,BENE,621.3953193,310.6976596,8.69953447,4.349767235,612.6957848,306.3478924,98.74270568,49.37135284,8.965463429,4.482731714,89.77724225,44.88862112,520.2242805,260.1121403,390.1682104,195.0841052,130.0560701,65.02803506,347.8000168,695.6000336,347.8000168,1315.781186,764.0645654,551.716621,NA,1.25,6.285143893,7.535143893,699.8989293,2476.915494,3176.814424,3028.632115,4492.59561,1463.963495
